name	id_mk	id_recipe	level	id_item	count	mp_cost	success_rate	materials_cnt	materials_extra	materials_m[0]_id	materials_m[0]_cnt	materials_m[1]_id	materials_m[1]_cnt	materials_m[2]_id	materials_m[2]_cnt	materials_m[3]_id	materials_m[3]_cnt	materials_m[4]_id	materials_m[4]_cnt	materials_m[5]_id	materials_m[5]_cnt	materials_m[6]_id	materials_m[6]_cnt	materials_m[7]_id	materials_m[7]_cnt
a,mk_horn_of_glory\0	219	2326	5	325	1	147	100	6	0	2326	1	2088	10	34990	619	1879	258	1459	104	2131	104				
a,mk_caliburs\0	220	2327	5	75	1	156	100	6	0	2327	1	2089	10	34990	926	1879	386	1459	155	2131	155				
a,mk_sword_of_delusion\0	221	2328	5	76	1	156	100	6	0	2328	1	2090	10	34990	926	1879	386	1459	155	2131	155				
a,mk_tsurugi\0	222	2329	5	77	1	156	100	6	0	2329	1	2091	10	34990	926	1879	386	1459	155	2131	155				
a,mk_homunkulus's_sword\0	223	2330	5	84	1	156	100	6	0	2330	1	2092	10	34990	926	1879	386	1459	155	2131	155				
a,mk_poleaxe\0	224	2331	5	95	1	156	100	6	0	2331	1	2093	10	34990	926	1879	386	1459	155	2131	155				
a,mk_sword_of_limit\0	225	2332	5	132	1	156	100	6	0	2332	1	2094	10	34990	926	1879	386	1459	155	2131	155				
a,mk_sword_of_nightmare\0	226	2333	5	134	1	156	100	6	0	2333	1	2095	10	34990	926	1879	386	1459	155	2131	155				
a,mk_deathbreath_sword\0	227	2334	5	145	1	156	100	6	0	2334	1	2096	10	34990	926	1879	386	1459	155	2131	155				
a,mk_war_axe\0	228	2335	5	162	1	156	100	6	0	2335	1	2097	10	34990	926	1879	386	1459	155	2131	155				
a,mk_nirvana_axe\0	229	2336	5	174	1	156	100	6	0	2336	1	2098	10	34990	926	1879	386	1459	155	2131	155				
a,mk_stick_of_eternity\0	230	2337	5	196	1	156	100	6	0	2337	1	2099	10	34990	926	1879	386	1459	155	2131	155				
a,mk_paradia_staff\0	231	2338	5	197	1	156	100	6	0	2338	1	2100	10	34990	926	1879	386	1459	155	2131	155				
a,mk_inferno_staff\0	232	2339	5	198	1	156	100	6	0	2339	1	2101	10	34990	926	1879	386	1459	155	2131	155				
a,mk_paagrio_hammer\0	233	2340	5	199	1	156	100	6	0	2340	1	2102	10	34990	926	1879	386	1459	155	2131	155				
a,mk_sage's_staff\0	234	2341	5	200	1	156	100	6	0	2341	1	2103	10	34990	926	1879	386	1459	155	2131	155				
a,mk_club_of_nature\0	235	2342	5	201	1	156	100	6	0	2342	1	2104	10	34990	926	1879	386	1459	155	2131	155				
a,mk_mace_of_underworld\0	236	2343	5	202	1	156	100	6	0	2343	1	2105	10	34990	926	1879	386	1459	155	2131	155				
a,mk_grace_dagger\0	237	2344	5	231	1	156	100	6	0	2344	1	2106	10	34990	926	1879	386	1459	155	2131	155				
a,mk_dark_screamer\0	238	2345	5	233	1	156	100	6	0	2345	1	2107	10	34990	926	1879	386	1459	155	2131	155				
a,mk_fist_blade\0	239	2346	5	265	1	156	100	6	0	2346	1	2108	10	34990	926	1879	386	1459	155	2131	155				
a,mk_akat_long_bow\0	240	2347	5	283	1	156	100	6	0	2347	1	2109	10	34990	926	1879	386	1459	155	2131	155				
a,mk_heathen's_book\0	241	2348	5	326	1	156	100	6	0	2348	1	2110	10	34990	926	1879	386	1459	155	2131	155				
a,mk_hex_doll\0	242	2349	5	327	1	156	100	6	0	2349	1	2111	10	34990	1204	1879	502	1459	201	2131	201				
a,mk_paagrio_axe\0	243	2350	5	203	1	159	100	6	0	2350	1	2112	10	34990	1030	1879	430	1459	172	2131	172				
a,mk_scorpion\0	244	2351	5	301	1	159	100	6	0	2351	1	2113	10	34990	1030	1879	430	1459	172	2131	172				
a,mk_widow_maker\0	245	2352	5	303	1	159	100	6	0	2352	1	2114	10	34990	1030	1879	430	1459	172	2131	172				
a,mk_samurai_longsword\0	246	2353	6	135	1	165	100	6	0	2353	1	2115	10	34990	1320	1879	550	1459	220	2131	220				
a,mk_deadman's_staff\0	247	2354	6	204	1	165	100	6	0	2354	1	2116	10	34990	1320	1879	550	1459	220	2131	220				
a,mk_ghoul's_staff\0	248	2355	6	205	1	165	100	6	0	2355	1	2117	10	34990	1320	1879	550	1459	220	2131	220				
a,mk_demon's_staff\0	249	2356	6	206	1	165	100	6	0	2356	1	2118	10	34990	1320	1879	550	1459	220	2131	220				
a,mk_crystal_dagger\0	250	2357	6	228	1	165	100	6	0	2357	1	2119	10	34990	1320	1879	550	1459	220	2131	220				
a,mk_great_pata\0	251	2358	6	266	1	165	100	6	0	2358	1	2120	10	34990	1320	1879	550	1459	220	2131	220				
a,mk_eminence_bow\0	252	2359	6	286	1	165	100	6	0	2359	1	2121	10	34990	1320	1879	550	1459	220	2131	220				
a,mk_orcish_poleaxe\0	253	2360	6	299	1	165	100	6	0	2360	1	2122	10	34990	1320	1879	550	1459	220	2131	220				
a,mk_candle_of_wisdom\0	254	2361	6	328	1	165	100	6	0	2361	1	2123	10	34990	1717	1879	716	1459	287	2131	287				
a,mk_blessed_branch\0	255	2362	6	329	1	165	100	6	0	2362	1	2124	10	34990	1717	1879	716	1459	287	2131	287				
a,mk_phoenix's_feather\0	256	2363	6	330	1	165	100	6	0	2363	1	2125	10	34990	1717	1879	716	1459	287	2131	287				
a,mk_cerberus's_eye\0	257	2364	6	331	1	165	100	6	0	2364	1	2126	10	34990	1717	1879	716	1459	287	2131	287				
a,mk_scroll_of_destruction\0	258	2365	6	332	1	165	100	6	0	2365	1	2127	10	34990	1717	1879	716	1459	287	2131	287				
a,mk_claws_of_blackdragon\0	259	2366	6	333	1	165	100	6	0	2366	1	2128	10	34990	1717	1879	716	1459	287	2131	287				
a,mk_three_eye_crow's_feather\0	260	2367	6	334	1	165	100	6	0	2367	1	2129	10	34990	1717	1879	716	1459	287	2131	287				
a,mk_ring_of_binding\0	261	2970	6	886	1	165	100	6	0	2970	1	2917	10	34992	153	1879	26	1459	11	2131	11				
a,mk_mithril_scale_gaiters\0	262	2971	3	2377	1	120	100	6	0	2971	1	2918	10	34991	101	1879	17	1458	31	2130	21				
a,mk_brigandine_gaiters\0	263	2972	3	2378	1	120	100	6	0	2972	1	2919	10	34991	101	1879	17	1458	31	2130	21				
a,mk_elven_mithril_tunic\0	264	2973	3	2396	1	120	100	6	0	2973	1	2920	10	34991	121	1879	21	1458	38	2130	25				
a,mk_elven_mithril_hose\0	265	2974	3	2401	1	120	100	6	0	2974	1	2921	10	34991	76	1879	13	1458	24	2130	16				
a,mk_brigandine_helmet\0	266	2975	3	2411	1	120	100	6	0	2975	1	2922	10	34991	61	1879	11	1458	19	2130	13				
a,mk_manticor_skin_boots\0	267	2976	3	2424	1	120	100	6	0	2976	1	2923	10	34991	41	1879	7	1458	13	2130	9				
a,mk_brigandine_boots\0	268	2977	3	2425	1	120	100	6	0	2977	1	2924	10	34991	41	1879	7	1458	13	2130	9				
a,mk_elven_mithril_boots\0	269	2978	3	2426	1	120	100	6	0	2978	1	2925	10	34991	41	1879	7	1458	13	2130	9				
a,mk_manticor_skin_gloves\0	270	2979	3	2448	1	120	100	6	0	2979	1	2926	10	34991	41	1879	7	1458	13	2130	9				
a,mk_brigandine_gauntlet\0	271	2980	3	2449	1	120	100	6	0	2980	1	2927	10	34991	41	1879	7	1458	13	2130	9				
a,mk_elven_mithril_gloves\0	272	2981	3	2450	1	120	100	6	0	2981	1	2928	10	34991	41	1879	7	1458	13	2130	9				
a,mk_brigandine_shield\0	273	2982	3	2493	1	120	100	6	0	2982	1	2929	10	34991	43	1879	8	1458	13	2130	9				
a,mk_plate_helmet\0	274	2983	4	2412	1	129	100	6	0	2983	1	2930	10	34991	79	1879	14	1458	25	2130	16				
a,mk_slamander_skin_boots\0	275	2984	4	2427	1	129	100	6	0	2984	1	2931	10	34991	53	1879	9	1458	17	2130	11				
a,mk_plate_boots\0	276	2985	4	2428	1	129	100	6	0	2985	1	2932	10	34991	53	1879	9	1458	17	2130	11				
a,mk_sage's_worn_gloves\0	277	2986	4	2451	1	129	100	6	0	2986	1	2933	10	34991	53	1879	9	1458	17	2130	11				
a,mk_plate_shield\0	278	2987	4	2494	1	129	100	6	0	2987	1	2934	10	34991	56	1879	10	1458	18	2130	12				
a,mk_tempered_mithril_gaiters\0	279	2988	4	2387	1	138	100	6	0	2988	1	2935	10	34991	128	1879	22	1459	9	2131	9				
a,mk_chain_hood\0	280	2989	4	2413	1	138	100	6	0	2989	1	2936	10	34991	102	1879	17	1459	7	2131	7				
a,mk_chain_boots\0	281	2990	4	2429	1	138	100	6	0	2990	1	2937	10	34991	68	1879	12	1459	5	2131	5				
a,mk_karmian_boots\0	282	2991	4	2430	1	138	100	6	0	2991	1	2938	10	34991	68	1879	12	1459	5	2131	5				
a,mk_plate_leather_boots\0	283	2992	4	2431	1	138	100	6	0	2992	1	2939	10	34991	68	1879	12	1459	5	2131	5				
a,mk_dwarven_chain_boots\0	284	2993	4	2432	1	138	100	6	0	2993	1	2940	10	34991	68	1879	12	1459	5	2131	5				
a,mk_boots_of_seal\0	285	2994	4	2433	1	138	100	6	0	2994	1	2941	10	34991	68	1879	12	1459	5	2131	5				
a,mk_reinforce_mithril_gloves\0	286	2995	4	2452	1	138	100	6	0	2995	1	2942	10	34991	68	1879	12	1459	5	2131	5				
a,mk_chain_gloves\0	287	2996	4	2453	1	138	100	6	0	2996	1	2943	10	34991	68	1879	12	1459	5	2131	5				
a,mk_karmian_gloves\0	288	2997	4	2454	1	138	100	6	0	2997	1	2944	10	34991	68	1879	12	1459	5	2131	5				
a,mk_chain_shield\0	289	2998	4	2495	1	138	100	6	0	2998	1	2945	10	34991	72	1879	12	1459	5	2131	5				
a,mk_plate_leather_gloves\0	290	2999	5	2455	1	144	100	6	0	2999	1	2946	10	34991	81	1879	14	1459	6	2131	6				
a,mk_dwarven_chain_shield\0	291	3000	5	2496	1	144	100	6	0	3000	1	2947	10	34991	85	1879	15	1459	6	2131	6				
a,mk_rind_leather_boots\0	292	3001	5	2434	1	147	100	6	0	3001	1	2948	10	34991	87	1879	15	1459	6	2131	6				
a,mk_dwarven_chain_gloves\0	293	3002	5	2456	1	147	100	6	0	3002	1	2949	10	34991	87	1879	15	1459	6	2131	6				
a,mk_gloves_of_seal\0	294	3003	5	2457	1	147	100	6	0	3003	1	2950	10	34991	87	1879	15	1459	6	2131	6				
a,mk_rind_leather_gloves\0	295	3004	5	2458	1	147	100	6	0	3004	1	2951	10	34991	87	1879	15	1459	6	2131	6				
a,mk_demon's_boots\0	296	3005	5	2435	1	156	100	6	0	3005	1	2952	10	34991	133	1879	23	1459	9	2131	9				
a,mk_demon's_gloves\0	297	3006	5	2459	1	156	100	6	0	3006	1	2953	10	34991	133	1879	23	1459	9	2131	9				
a,mk_theca_leather_boots\0	298	3007	5	2436	1	159	100	6	0	3007	1	2954	10	34991	149	1879	25	1459	10	2131	10				
a,mk_theca_leather_gloves\0	299	3008	5	2460	1	159	100	6	0	3008	1	2955	10	34991	149	1879	25	1459	10	2131	10				
a,mk_composite_boots\0	300	3009	5	64	1	156	100	6	0	3009	1	2956	10	34991	133	1879	23	1459	9	2131	9				
a,mk_composite_helmet\0	301	3010	5	517	1	156	100	6	0	3010	1	2957	10	34991	199	1879	34	1459	14	2131	14				
a,mk_divine_boots\0	302	3011	6	603	1	165	100	6	0	3011	1	2958	10	34991	193	1879	33	1459	13	2131	13				
a,mk_full_plate_helmet\0	303	3012	6	2414	1	165	100	6	0	3012	1	2959	10	34991	289	1879	49	1459	20	2131	20				
a,mk_drake_leather_boots\0	304	3013	6	2437	1	165	100	6	0	3013	1	2960	10	34991	193	1879	33	1459	13	2131	13				
a,mk_full_plate_boots\0	305	3014	6	2438	1	165	100	6	0	3014	1	2961	10	34991	193	1879	33	1459	13	2131	13				
a,mk_drake_leather_gloves\0	306	3015	6	2461	1	165	100	6	0	3015	1	2962	10	34991	193	1879	33	1459	13	2131	13				
a,mk_full_plate_gauntlet\0	307	3016	6	2462	1	165	100	6	0	3016	1	2963	10	34991	193	1879	33	1459	13	2131	13				
a,mk_blessed_gloves\0	308	3017	6	2463	1	165	100	6	0	3017	1	2964	10	34991	193	1879	33	1459	13	2131	13				
a,mk_divine_gloves\0	309	3018	6	2468	1	165	100	6	0	3018	1	2965	10	34991	193	1879	33	1459	13	2131	13				
a,mk_full_plate_shield\0	310	3019	6	2497	1	165	100	6	0	3019	1	2966	10	34991	203	1879	34	1459	14	2131	14				
a,mk_elven_long_sword\0	311	3020	4	2499	1	129	100	6	0	3020	1	2967	10	34990	389	1879	162	1458	299	2130	195				
a,mk_dwarven_warhammer\0	312	3021	5	2502	1	147	100	6	0	3021	1	2968	10	34990	619	1879	258	1459	104	2131	104				
a,mk_yaksa_mace\0	313	3022	6	2503	1	165	100	6	0	3022	1	2969	10	34990	1320	1879	550	1459	220	2131	220				
a,mk_titan_key\0	314	3023	1	3030	1	100	100	4	0	3273	20	3274	10	3275	10	1458	10								
a,mk_journeyman_ring\0	315	3024	1	3139	1	100	100	3	0	3138	1	3134	1	1458	10										
a,mk_amber_bead\0	316	3025	2	3136	5	100	100	1	0	3137	1														
a,mk_spiritshot_d\0	317	3032	2	2510	100	60	100	2	0	3031	3	1458	1												
a,mk_spiritshot_c\0	318	3033	4	2511	200	120	100	2	0	3031	10	1459	1												
a,mk_spiritshot_b\0	319	3034	6	2512	150	180	100	2	0	3031	15	1460	1												
a,mk_spiritshot_a\0	320	3035	7	2513	200	240	100	2	0	3031	22	1461	1												
a,mk_spiritshot_s\0	321	3036	8	2514	200	300	100	2	0	3031	15	1462	1												
a,q_mk_titans_powerstone\0	322	3838	2	3846	1	100	25	1	0	3845	1														
a,mk_blessed_spiritshot_d\0	323	3953	2	3948	100	60	100	2	0	3031	8	1458	2												
a,mk_blessed_spiritshot_c\0	324	3954	4	3949	200	120	100	2	0	3031	30	1459	2												
a,mk_blessed_spiritshot_b\0	325	3955	6	3950	100	180	100	2	0	3031	16	1460	2												
a,mk_blessed_spiritshot_a\0	326	3956	7	3951	200	240	100	2	0	3031	70	1461	2												
a,mk_blessed_spiritshot_s\0	327	3957	8	3952	200	300	100	2	0	3031	50	1462	2												
a,mk_adamantite_earing_i\0	328	4937	6	856	1	174	70	6	1	4937	1	4049	10	34992	173	1888	6	1460	4	2132	4				
a,mk_adamantite_earing_ii\0	329	4126	6	856	1	174	100	6	1	4126	1	4049	10	34992	243	1888	8	1460	6	2132	5				
a,mk_adamantite_ring_i\0	330	4938	6	887	1	174	70	6	1	4938	1	4050	10	34992	115	1888	4	1460	3	2132	3				
a,mk_adamantite_ring_ii\0	331	4127	6	887	1	174	100	6	1	4127	1	4050	10	34992	162	1888	5	1460	4	2132	4				
a,mk_adamantite_necklace_i\0	332	4939	6	918	1	174	70	6	1	4939	1	4051	10	34992	230	1888	7	1460	6	2132	5				
a,mk_adamantite_necklace_ii\0	333	4128	6	918	1	174	100	6	1	4128	1	4051	10	34992	324	1888	10	1460	8	2132	7				
a,mk_earing_of_black_ore_i\0	334	4973	7	864	1	183	70	6	1	4973	1	4052	10	34992	264	1888	8	1460	6	2132	6				
a,mk_earing_of_black_ore_ii\0	335	4129	7	864	1	183	100	6	1	4129	1	4052	10	34992	370	1888	12	1460	9	2132	8				
a,mk_ring_of_black_ore_i\0	336	4974	7	895	1	183	70	6	1	4974	1	4053	10	34992	176	1888	6	1460	4	2132	4				
a,mk_ring_of_black_ore_ii\0	337	4130	7	895	1	183	100	6	1	4130	1	4053	10	34992	247	1888	8	1460	6	2132	5				
a,mk_necklace_of_black_ore_i\0	338	4975	7	926	1	183	70	6	1	4975	1	4054	10	34992	351	1888	11	1460	8	2132	8				
a,mk_necklace_of_black_ore_ii\0	339	4131	7	926	1	183	100	6	1	4131	1	4054	10	34992	493	1888	15	1460	11	2132	10				
a,mk_composite_shield\0	340	4132	5	107	1	156	100	6	0	4132	1	4055	10	34991	139	1879	24	1459	10	2131	10				
a,mk_shrnoen's_breastplate_i\0	341	4940	6	357	1	174	60	6	0	4940	1	4056	10	34991	479	1888	15	1460	11	2132	10				
a,mk_shrnoen's_breastplate_ii\0	342	4133	6	357	1	174	100	6	0	4133	1	4056	10	34991	798	1888	25	1460	18	2132	16				
a,mk_shrnoen's_gaiters_i\0	343	4941	6	383	1	174	60	6	1	4941	1	4057	10	34991	499	1888	16	1460	12	2132	10				
a,mk_shrnoen's_gaiters_ii\0	344	4134	6	383	1	174	100	6	1	4134	1	4057	10	34991	699	1888	22	1460	16	2132	14				
a,mk_implosion_boots_i\0	345	4976	7	564	1	183	60	6	0	4976	1	4058	10	34991	310	1888	10	1460	7	2132	7				
a,mk_implosion_boots_ii\0	346	4135	7	564	1	183	100	6	0	4135	1	4058	10	34991	434	1888	14	1460	10	2132	9				
a,mk_silent_boots_i\0	347	4942	6	572	1	174	60	6	0	4942	1	4059	10	34991	200	1888	7	1460	5	2132	4				
a,mk_silent_boots_ii\0	348	4136	6	572	1	174	100	6	0	4136	1	4059	10	34991	280	1888	9	1460	7	2132	6				
a,mk_guardian's_boots_i\0	349	4943	6	578	1	174	60	6	0	4943	1	4060	10	34991	200	1888	7	1460	5	2132	4				
a,mk_guardian's_boots_ii\0	350	4137	6	578	1	174	100	6	0	4137	1	4060	10	34991	280	1888	9	1460	7	2132	6				
a,mk_paradia_boots_i\0	351	4977	7	582	1	183	60	6	0	4977	1	4061	10	34991	310	1888	10	1460	7	2132	7				
a,mk_paradia_boots_ii\0	352	4138	7	582	1	183	100	6	0	4138	1	4061	10	34991	434	1888	14	1460	10	2132	9				
a,mk_elemental_boots_i\0	353	4978	7	588	1	183	60	6	0	4978	1	4062	10	34991	310	1888	10	1460	7	2132	7				
a,mk_elemental_boots_ii\0	354	4139	7	588	1	183	100	6	0	4139	1	4062	10	34991	434	1888	14	1460	10	2132	9				
a,mk_boots_of_grace_i\0	355	4979	7	590	1	183	60	6	0	4979	1	4063	10	34991	310	1888	10	1460	7	2132	7				
a,mk_boots_of_grace_ii\0	356	4140	7	590	1	183	100	6	0	4140	1	4063	10	34991	434	1888	14	1460	10	2132	9				
a,mk_avadon_breastplate_i\0	357	4944	6	2376	1	174	60	6	0	4944	1	4064	10	34991	479	1888	15	1460	11	2132	10				
a,mk_avadon_breastplate_ii\0	358	4141	6	2376	1	174	100	6	0	4141	1	4064	10	34991	798	1888	25	1460	18	2132	16				
a,mk_avadon_gaiters_i\0	359	4945	6	2379	1	174	60	6	1	4945	1	4065	10	34991	320	1888	10	1460	8	2132	7				
a,mk_avadon_gaiters_ii\0	360	4142	6	2379	1	174	100	6	1	4142	1	4065	10	34991	519	1888	16	1460	12	2132	11				
a,mk_shrnoen's_leather_shirts_i\0	361	4946	6	2384	1	174	60	6	0	4946	1	4066	10	34991	360	1888	11	1460	8	2132	8				
a,mk_shrnoen's_leather_shirts_ii\0	362	4143	6	2384	1	174	100	6	0	4143	1	4066	10	34991	599	1888	19	1460	14	2132	12				
a,mk_shrnoen's_leather_gaiters_i\0	363	4947	6	2388	1	174	60	6	1	4947	1	4067	10	34991	240	1888	8	1460	6	2132	5				
a,mk_shrnoen's_leather_gaiters_ii\0	364	4144	6	2388	1	174	100	6	1	4144	1	4067	10	34991	390	1888	12	1460	9	2132	8				
a,mk_avadon_leather_mail_i\0	365	4948	6	2390	1	174	60	6	0	4948	1	4068	10	34991	584	1888	18	1460	13	2132	12				
a,mk_avadon_leather_mail_ii\0	366	4145	6	2390	1	174	100	6	0	4145	1	4068	10	34991	973	1888	30	1460	22	2132	20				
a,mk_tunic_of_shrnoen_i\0	367	4949	6	2397	1	174	60	6	0	4949	1	4069	10	34991	360	1888	11	1460	8	2132	8				
a,mk_tunic_of_shrnoen_ii\0	368	4146	6	2397	1	174	100	6	0	4146	1	4069	10	34991	599	1888	19	1460	14	2132	12				
a,mk_hose_of_shrnoen_i\0	369	4950	6	2402	1	174	60	6	1	4950	1	4070	10	34991	240	1888	8	1460	6	2132	5				
a,mk_hose_of_shrnoen_ii\0	370	4147	6	2402	1	174	100	6	1	4147	1	4070	10	34991	390	1888	12	1460	9	2132	8				
a,mk_avadon_robe_i\0	371	4951	6	2406	1	174	60	6	0	4951	1	4071	10	34991	584	1888	18	1460	13	2132	12				
a,mk_avadon_robe_ii\0	372	4148	6	2406	1	174	100	6	0	4148	1	4071	10	34991	973	1888	30	1460	22	2132	20				
a,mk_avadon_circlet_i\0	373	4952	6	2415	1	174	60	6	1	4952	1	4072	10	34991	192	1888	6	1460	5	2132	4				
a,mk_avadon_circlet_ii\0	374	4149	6	2415	1	174	100	6	1	4149	1	4072	10	34991	312	1888	10	1460	7	2132	7				
a,mk_avadon_gloves_i\0	375	4953	6	2464	1	174	60	6	1	4953	1	4073	10	34991	128	1888	4	1460	3	2132	3				
a,mk_avadon_gloves_ii\0	376	4150	6	2464	1	174	100	6	1	4150	1	4073	10	34991	208	1888	7	1460	5	2132	5				
a,mk_silent_chain_gloves_i\0	377	4954	6	2465	1	174	60	6	0	4954	1	4074	10	34991	200	1888	7	1460	5	2132	4				
a,mk_silent_chain_gloves_ii\0	378	4151	6	2465	1	174	100	6	0	4151	1	4074	10	34991	280	1888	9	1460	7	2132	6				
a,mk_guardian's_gloves_i\0	379	4955	6	2466	1	174	60	6	0	4955	1	4075	10	34991	200	1888	7	1460	5	2132	4				
a,mk_guardian's_gloves_ii\0	380	4152	6	2466	1	174	100	6	0	4152	1	4075	10	34991	280	1888	9	1460	7	2132	6				
a,mk_gloves_of_blessing_i\0	381	4956	6	2467	1	174	60	6	0	4956	1	4076	10	34991	200	1888	7	1460	5	2132	4				
a,mk_gloves_of_blessing_ii\0	382	4153	6	2467	1	174	100	6	0	4153	1	4076	10	34991	280	1888	9	1460	7	2132	6				
a,mk_doom_shield_i\0	383	4980	7	110	1	183	60	6	1	4980	1	4077	10	34991	208	1888	7	1460	5	2132	5				
a,mk_doom_shield_ii\0	384	4154	7	110	1	183	100	6	1	4154	1	4077	10	34991	338	1888	11	1460	8	2132	7				
a,mk_blue_wolve's_breastplate_i\0	385	4981	7	358	1	183	60	6	0	4981	1	4078	10	34991	743	1888	23	1460	17	2132	15				
a,mk_blue_wolve's_breastplate_ii\0	386	4155	7	358	1	183	100	6	0	4155	1	4078	10	34991	1238	1888	38	1460	28	2132	25				
a,mk_boots_of_blessing_i\0	387	4957	6	595	1	174	60	6	0	4957	1	4079	10	34991	200	1888	7	1460	5	2132	4				
a,mk_boots_of_blessing_ii\0	388	4156	6	595	1	174	100	6	0	4156	1	4079	10	34991	280	1888	9	1460	7	2132	6				
a,mk_blue_wolve's_gaiters_i\0	389	4982	7	2380	1	183	60	6	1	4982	1	4080	10	34991	496	1888	16	1460	12	2132	10				
a,mk_blue_wolve's_gaiters_ii\0	390	4157	7	2380	1	183	100	6	1	4157	1	4080	10	34991	805	1888	25	1460	18	2132	17				
a,mk_doom_plate_armor_i\0	391	4983	7	2381	1	183	60	6	0	4983	1	4081	10	34991	1207	1888	37	1460	27	2132	25				
a,mk_doom_plate_armor_ii\0	392	4158	7	2381	1	183	100	6	0	4158	1	4081	10	34991	2011	1888	61	1460	45	2132	41				
a,mk_blue_wolve's_leather_mail_i\0	393	4984	7	2391	1	183	60	6	0	4984	1	4082	10	34991	906	1888	28	1460	21	2132	19				
a,mk_blue_wolve's_leather_mail_ii\0	394	4159	7	2391	1	183	100	6	0	4159	1	4082	10	34991	1509	1888	46	1460	34	2132	31				
a,mk_leather_mail_of_doom_i\0	395	4985	7	2392	1	183	60	6	0	4985	1	4083	10	34991	906	1888	28	1460	21	2132	19				
a,mk_leather_mail_of_doom_ii\0	396	4160	7	2392	1	183	100	6	0	4160	1	4083	10	34991	1509	1888	46	1460	34	2132	31				
a,mk_blue_wolve's_tunic_i\0	397	4986	7	2398	1	183	60	6	0	4986	1	4084	10	34991	558	1888	17	1460	13	2132	12				
a,mk_blue_wolve's_tunic_ii\0	398	4161	7	2398	1	183	100	6	0	4161	1	4084	10	34991	929	1888	29	1460	21	2132	19				
a,mk_tunic_of_doom_i\0	399	4987	7	2399	1	183	60	6	0	4987	1	4085	10	34991	558	1888	17	1460	13	2132	12				
a,mk_tunic_of_doom_ii\0	400	4162	7	2399	1	183	100	6	0	4162	1	4085	10	34991	929	1888	29	1460	21	2132	19				
a,mk_blue_wolve's_hose_i\0	401	4988	7	2403	1	183	60	6	1	4988	1	4086	10	34991	372	1888	12	1460	9	2132	8				
a,mk_blue_wolve's_hose_ii\0	402	4163	7	2403	1	183	100	6	1	4163	1	4086	10	34991	604	1888	19	1460	14	2132	13				
a,mk_hose_of_doom_i\0	403	4989	7	2404	1	183	60	6	1	4989	1	4087	10	34991	372	1888	12	1460	9	2132	8				
a,mk_hose_of_doom_ii\0	404	4164	7	2404	1	183	100	6	1	4164	1	4087	10	34991	604	1888	19	1460	14	2132	13				
a,mk_blue_wolve's_helmet_i\0	405	4990	7	2416	1	183	60	6	1	4990	1	4088	10	34991	298	1888	10	1460	7	2132	6				
a,mk_blue_wolve's_helmet_ii\0	406	4165	7	2416	1	183	100	6	1	4165	1	4088	10	34991	483	1888	15	1460	11	2132	10				
a,mk_doom_helmet_i\0	407	4991	7	2417	1	183	60	6	1	4991	1	4089	10	34991	298	1888	10	1460	7	2132	6				
a,mk_doom_helmet_ii\0	408	4166	7	2417	1	183	100	6	1	4166	1	4089	10	34991	483	1888	15	1460	11	2132	10				
a,mk_blue_wolve's_boots_i\0	409	4992	7	2439	1	183	60	6	1	4992	1	4090	10	34991	199	1888	7	1460	5	2132	4				
a,mk_blue_wolve's_boots_ii\0	410	4167	7	2439	1	183	100	6	1	4167	1	4090	10	34991	322	1888	10	1460	8	2132	7				
a,mk_doom_gloves_i\0	411	4993	7	2475	1	183	60	6	1	4993	1	4091	10	34991	199	1888	7	1460	5	2132	4				
a,mk_doom_gloves_ii\0	412	4168	7	2475	1	183	100	6	1	4168	1	4091	10	34991	322	1888	10	1460	8	2132	7				
a,mk_elemental_gloves_i\0	413	4994	7	2480	1	183	60	6	0	4994	1	4092	10	34991	310	1888	10	1460	7	2132	7				
a,mk_elemental_gloves_ii\0	414	4169	7	2480	1	183	100	6	0	4169	1	4092	10	34991	434	1888	14	1460	10	2132	9				
a,mk_gloves_of_grace_i\0	415	4995	7	2481	1	183	60	6	0	4995	1	4093	10	34991	310	1888	10	1460	7	2132	7				
a,mk_gloves_of_grace_ii\0	416	4170	7	2481	1	183	100	6	0	4170	1	4093	10	34991	434	1888	14	1460	10	2132	9				
a,mk_implosion_gauntlet_i\0	417	4996	7	2485	1	183	60	6	0	4996	1	4094	10	34991	310	1888	10	1460	7	2132	7				
a,mk_implosion_gauntlet_ii\0	418	4171	7	2485	1	183	100	6	0	4171	1	4094	10	34991	434	1888	14	1460	10	2132	9				
a,mk_paradia_gloves_i\0	419	4997	7	2486	1	183	60	6	0	4997	1	4095	10	34991	310	1888	10	1460	7	2132	7				
a,mk_paradia_gloves_ii\0	420	4172	7	2486	1	183	100	6	0	4172	1	4095	10	34991	434	1888	14	1460	10	2132	9				
a,mk_blue_wolve's_gloves_i\0	421	4998	7	2487	1	183	60	6	1	4998	1	4096	10	34991	199	1888	7	1460	5	2132	4				
a,mk_blue_wolve's_gloves_ii\0	422	4173	7	2487	1	183	100	6	1	4173	1	4096	10	34991	322	1888	10	1460	8	2132	7				
a,mk_shrnoen's_boots_i\0	423	4958	6	554	1	174	60	6	1	4958	1	4097	10	34991	128	1888	4	1460	3	2132	3				
a,mk_shrnoen's_boots_ii\0	424	4174	6	554	1	174	100	6	1	4174	1	4097	10	34991	208	1888	7	1460	5	2132	5				
