tag_?	quest_id	quest_prog	main_name	prog_name	description	cnt0	items[0]	items[1]	items[2]	items[3]	items[4]	items[5]	items[6]	items[7]	items[8]	items[9]	items[10]	items[11]	items[12]	items[13]	cnt1	num_items[0]	num_items[1]	num_items[2]	num_items[3]	num_items[4]	num_items[5]	num_items[6]	num_items[7]	num_items[8]	num_items[9]	num_items[10]	num_items[11]	num_items[12]	num_items[13]	SAKI_UNK	UNKNOWN_TABLE[0]	UNKNOWN_TABLE[1]	UNKNOWN_TABLE[2]	UNKNOWN_TABLE[3]	UNKNOWN_TABLE[4]	UNKNOWN_TABLE[5]	UNKNOWN_TABLE[6]	UNKNOWN_TABLE[7]	UNKNOWN_TABLE[8]	UNKNOWN_TABLE[9]	UNKNOWN_TABLE[10]	UNKNOWN_TABLE[11]	UNKNOWN_TABLE[12]	UNKNOWN_TABLE[13]	quest_x	quest_y	quest_z	cnt2	quest_x_1	quest_y_1	quest_z_1	quest_x_2	quest_y_2	quest_z_2	quest_x_3	quest_y_3	quest_z_3	quest_x_4	quest_y_4	quest_z_4	quest_x_5	quest_y_5	quest_z_5	quest_x_6	quest_y_6	quest_z_6	quest_x_7	quest_y_7	quest_z_7	quest_x_8	quest_y_8	quest_z_8	UNK_VAL[0]	UNK_VAL[1]	UNK_VAL[2]	UNK_VAL[3]	UNK_VAL[4]	UNK_VAL[5]	UNK_VAL[6]	UNK_VAL[7]	UNK_2	lvl_min	lvl_max	quest_type	entity_name	get_item_in_quest	UNK_3	UNK_4	UNK_5	contact_npc_id[0]	contact_npc_id[1]	contact_npc_id[2]	contact_npc_id[3]	contact_npc_id[4]	contact_npc_id[5]	contact_npc_id[6]	contact_npc_id[7]	contact_npc_x	contact_npc_y	contact_npc_z	restricions	short_description	cnt3	UNK_6	req_class[0]	req_class[1]	req_class[2]	req_class[3]	req_class[4]	req_class[5]	req_class[6]	req_class[7]	req_class[8]	req_class[9]	req_class[10]	req_class[11]	req_class[12]	req_class[13]	req_class[14]	req_class[15]	req_class[16]	req_class[17]	req_class[18]	req_class[19]	req_class[20]	req_class[21]	req_class[22]	req_class[23]	req_class[24]	req_class[25]	req_class[26]	req_class[27]	req_class[28]	req_class[29]	req_class[30]	req_class[31]	req_class[32]	req_class[33]	req_class[34]	req_class[35]	req_class[36]	req_class[37]	req_class[38]	req_class[39]	req_class[40]	req_class[41]	req_class[42]	req_class[43]	req_class[44]	req_class[45]	req_class[46]	req_class[47]	req_class[48]	req_class[49]	req_class[50]	req_class[51]	req_class[52]	req_class[53]	req_class[54]	req_class[55]	req_class[56]	req_class[57]	req_class[58]	req_class[59]	req_class[60]	req_class[61]	req_class[62]	req_class[63]	req_class[64]	req_class[65]	req_class[66]	req_class[67]	req_class[68]	req_class[69]	req_class[70]	cnt4	req_item[0]	req_item[1]	req_item[2]	clan_pet_quest	req_quest_complete	UNK_7	area_id	UNK_8	cnt5	tab5[0]	tab5[1]	tab5[2]	tab5[3]	tab5[4]	tab5[5]	tab5[6]	tab5[7]	tab5[8]	tab5[9]	tab5[10]	cnt6	tab6[0]	tab6[1]	tab6[2]	tab6[3]	tab6[4]	tab6[5]	tab6[6]	tab6[7]	tab6[8]	tab6[9]	tab6[10]	cnt7	tab7[0]	tab7[1]	tab7[2]	tab7[3]	tab7[4]	tab7[5]	tab7[6]	tab7[7]
1	137	3	a,Temple Champion - 1\0	a,Securing the Report\0	a,I have collected all the pieces of the inspector's report. Bring those to High Priest Sylvain right now\\n\0	0															0															0															15795.00000000	142347.00000000	-2680.00000000	0																																	0	35	0	3	a,High Priest Sylvain\0	0	1	1	1	30070								15795.00000000	142347.00000000	-2680.00000000	a,Completion of both "Temple Executor" and "Temple Missionary" quests\0	a,Rumor has it an angel has descended from heaven! Speak with High Priest Sylvain for details. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									2	0	0		0	135	1	1	0	3	15623	15624	57									3	0	0	69146									1	2							
1	137	-1	a,Temple Champion - 1\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	35	0	3	a,	1	1	1	1	30070								15795.00000000	142347.00000000	-2680.00000000	a,Completion of both "Temple Executor" and "Temple Missionary" quests\0	a,Rumor has it an angel has descended from heaven! Speak with High Priest Sylvain for details. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									2	0	0		0	135	1	1	0	3	15623	15624	57									3	0	0	69146									1	3							
1	138	1	a,Temple Champion - 2\0	a,Position of the Temple\0	a,Conclusive evidence of the advent of the angel means a lot to the religious association established by Emperor Shunaiman who was in contact with the angel in the past. The religious association is going to send a manifesto to declare that the advent of the angel proves the legitimacy of the association to the groups against them. Talk to High Priest Sylvain in order to undertake the mission to deliver the manifesto.\\n\0	0															0															0															15795.00000000	142347.00000000	-2680.00000000	0																																	0	36	0	3	a,High Priest Sylvain\0	0	1	1	1	30070								15795.00000000	142347.00000000	-2680.00000000	a,Completion of the "Temple Champion - 1" quest\0	a,The Temple of Einhasad wishes to deliver a manifesto which declares that the angel's advent proves the legitimacy and primacy of the Temple over all opposition. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	137	0	1	0	3	15623	15624	57									3	0	0	84593									1	0							
1	138	2	a,Temple Champion - 2\0	a,Middleman\0	a,In order to deliver the manifesto, you must meet with Prophet Sla of Wilderness who can get in contact with the groups against the religious association. You need to ask Priestess Pupina in Town of Giran in order to meet Sla.\\n\0	0															0															0															86485.00000000	148384.00000000	-3392.00000000	0																																	0	36	0	3	a,Priestess Pupina\0	0	1	1	1	30070								15795.00000000	142347.00000000	-2680.00000000	a,Completion of the "Temple Champion - 1" quest\0	a,The Temple of Einhasad wishes to deliver a manifesto which declares that the angel's advent proves the legitimacy and primacy of the Temple over all opposition. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	137	0	1	0	3	15623	15624	57									3	0	0	84593									1	1							
1	138	3	a,Temple Champion - 2\0	a,Prove your Flexibility\0	a,Pupina believes that although there is truth in the religious association, they need to be changed. It is said that you need to have a certain level of flexibility in your attitude toward the rules of the religious association in order to meet Prophet Sla. You need to help Dark Elven Grand Master Angus, and then bring his letter of recommendation to Pupina in order to prove it.\\n\0	0															0															0															79059.00000000	149457.00000000	-3596.00000000	0																																	0	36	0	3	a,Grand Master Angus\0	0	1	1	1	30070								15795.00000000	142347.00000000	-2680.00000000	a,Completion of the "Temple Champion - 1" quest\0	a,The Temple of Einhasad wishes to deliver a manifesto which declares that the angel's advent proves the legitimacy and primacy of the Temple over all opposition. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	137	0	1	0	3	15623	15624	57									3	0	0	84593									1	2							
1	138	4	a,Temple Champion - 2\0	a,Dark Heirlooms\0	a,Dark Elven Grand Master Angus says that he needs the belongings of the Dark Elven trainee who was killed in an accident in Death Pass in order to prepare his funeral. Eliminate the monsters in Death Pass and bring his belongings to Grand Master Angus in Giran. Monsters to be hunted - Wyrm, Guardian Basilisk, Road Scavenger, Crimson Bind\\n\0	1	10342														1	0														1	10														67933.00000000	117045.00000000	-3544.00000000	0																																	0	36	0	3	a,Death Pass\0	1	1	1	1	30070								15795.00000000	142347.00000000	-2680.00000000	a,Completion of the "Temple Champion - 1" quest\0	a,The Temple of Einhasad wishes to deliver a manifesto which declares that the angel's advent proves the legitimacy and primacy of the Temple over all opposition. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	137	0	1	0	3	15623	15624	57									3	0	0	84593									1	3							
1	138	5	a,Temple Champion - 2\0	a,Flexible Evidence\0	a,You received the letter of recommendation by helping Dark Elven Grand Master Angus in Town of Giran. Go back to Priestess Pupina and prove your flexibility.\\n\0	0															0															0															86485.00000000	148384.00000000	-3392.00000000	0																																	0	36	0	3	a,Priestess Pupina\0	0	1	1	1	30070								15795.00000000	142347.00000000	-2680.00000000	a,Completion of the "Temple Champion - 1" quest\0	a,The Temple of Einhasad wishes to deliver a manifesto which declares that the angel's advent proves the legitimacy and primacy of the Temple over all opposition. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	137	0	1	0	3	15623	15624	57									3	0	0	84593									1	4							
1	138	6	a,Temple Champion - 2\0	a,Prophet of the Wilderness\0	a,You proved your flexibility to Priestess Pupina. Pupina gives you the letter of recommendation and says that you will be able to talk to Prophet Sla if you have this letter. Meet with Prophet Sla with Pupina's letter of recommendation.\\n\0	0															0															0															-671.00000000	179051.00000000	-3708.00000000	0																																	0	36	0	3	a,Prophet Sla\0	0	1	1	1	30070								15795.00000000	142347.00000000	-2680.00000000	a,Completion of the "Temple Champion - 1" quest\0	a,The Temple of Einhasad wishes to deliver a manifesto which declares that the angel's advent proves the legitimacy and primacy of the Temple over all opposition. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	137	0	1	0	3	15623	15624	57									3	0	0	84593									1	5							
1	138	7	a,Temple Champion - 2\0	a,Prophet Sla's Position\0	a,Prophet Sla says that the religious association claims their legitimacy without any convincing evidence, and they are obsessed with proving their legitimacy because the foundation of the association was political and based on manipulated truth. He also says that it is wrong to establish power by using the name of the god. Deliver this message of Sla to High Priest Sylvain\\n\0	0															0															0															15795.00000000	142347.00000000	-2680.00000000	0																																	0	36	0	3	a,High Priest Sylvain\0	0	1	1	1	30070								15795.00000000	142347.00000000	-2680.00000000	a,Completion of the "Temple Champion - 1" quest\0	a,The Temple of Einhasad wishes to deliver a manifesto which declares that the angel's advent proves the legitimacy and primacy of the Temple over all opposition. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	137	0	1	0	3	15623	15624	57									3	0	0	84593									1	6							
1	138	-1	a,Temple Champion - 2\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	36	0	3	a,	1	1	1	1	30070								15795.00000000	142347.00000000	-2680.00000000	a,Completion of the "Temple Champion - 1" quest\0	a,The Temple of Einhasad wishes to deliver a manifesto which declares that the angel's advent proves the legitimacy and primacy of the Temple over all opposition. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	137	0	1	0	3	15623	15624	57									3	0	0	84593									1	7							
1	139	1	a,Shadow Fox - 1\0	a,Contact Qualification\0	a,It looks like you need some kind of qualification in order to meet with Shadow Fox who has information about the advent of the angel mentioned by High Priest Sylvain. Talk to Warehouse Keeper Mia who knows Shadow Fox well\\n\0	0															0															0															109625.00000000	220238.00000000	-3520.00000000	0																																	0	37	0	3	a,Warehouse Keeper Mia\0	0	1	1	1	30896								109625.00000000	220238.00000000	-3520.00000000	a,Completion of the "Temple Champion - 2" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel.  But Shadow Fox won't meet with just anybody. Speak to Warehouse Keeper Mia in Heine about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	138	0	121	0	3	15623	15624	57									3	0	0	14050									1	0							
1	139	2	a,Shadow Fox - 1\0	a,Find the Document Chest\0	a,You need to complete Warehouse Keeper Mia's request in order to meet Shadow Fox. Eliminate Tasaba Lizardmen of White Beach of Crocodile and bring both the Document Chest and the pieces of the key to the Document Chest. You need at least more than 10 pieces of the key to the Document Chest and more than 1 Document Chest to check the Document Chest. Monsters to be hunted - Tasaba Lizardmen, Tasaba Lizardman Magician\\n\0	2	10345	10346													2	0	0													2	0	0													116267.00000000	201177.00000000	-3432.00000000	0																																	0	37	0	3	a,Alligator Beach\0	0	1	1	1	30896								109625.00000000	220238.00000000	-3520.00000000	a,Completion of the "Temple Champion - 2" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel.  But Shadow Fox won't meet with just anybody. Speak to Warehouse Keeper Mia in Heine about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	138	0	121	0	3	15623	15624	57									3	0	0	14050									1	1							
1	139	-1	a,Shadow Fox - 1\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	37	0	3	a,	1	1	1	1	30896								109625.00000000	220238.00000000	-3520.00000000	a,Completion of the "Temple Champion - 2" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel.  But Shadow Fox won't meet with just anybody. Speak to Warehouse Keeper Mia in Heine about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	138	0	121	0	3	15623	15624	57									3	0	0	14050									1	2							
1	140	1	a,Shadow Fox - 2\0	a,Mid-grade Test\0	a,You must pass Warehouse Keeper Clerk's test in order to become a Mid-grade Agency. Continue to talk to him.\\n\0	0															0															0															109623.00000000	220091.00000000	-3520.00000000	0																																	0	37	0	3	a,Warehouse Keeper Kluck\0	0	1	1	1	30895								109623.00000000	220091.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 1" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Speak to Warehouse Keeper Kluck in Heine about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	139	0	121	0	3	15623	15624	57									3	0	0	18775									1	0							
1	140	2	a,Shadow Fox - 2\0	a,What the Goddess Left\0	a,Clerk's test is to find evidence of Sword of Othelotte which was granted to the Goddess Eva. Secure the code document of Sword of Goddess by visiting Dark Elven Magister Xenovia in Heine.\\n\0	0															0															0															115614.00000000	220280.00000000	-3627.00000000	0																																	0	37	0	3	a,Magister Xenovia\0	0	1	1	1	30895								109623.00000000	220091.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 1" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Speak to Warehouse Keeper Kluck in Heine about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	139	0	121	0	3	15623	15624	57									3	0	0	18775									1	1							
1	140	3	a,Shadow Fox - 2\0	a,Experiment Assistance\0	a,Dark Elven Magister Xenovia says that he will give you the code document of Sword of Goddess if you bring him enough Dark Oxides which can be produced from Dark Crystals that can be acquired from the monsters in Alligator Beach. If you bring 5 Dark Crystals to Xenovia, you can carry out one experiment to produce Dark Oxides.\\n\\nMonsters to be hunted - Crokian, Dailaon, Crokian Warrior, Parhit\\n\0	2	10347	10348													2	0	0													2	0	3													116267.00000000	201177.00000000	-3432.00000000	0																																	0	37	0	3	a,Alligator Beach\0	1	1	1	1	30895								109623.00000000	220091.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 1" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Speak to Warehouse Keeper Kluck in Heine about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	139	0	121	0	3	15623	15624	57									3	0	0	18775									1	2							
1	140	4	a,Shadow Fox - 2\0	a,Test Complete\0	a,You acquired the code document of Sword of Goddess from Dark Elven Xenovia. Bring it to the Warehouse Clerk.\\n\0	0															0															0															109623.00000000	220091.00000000	-3520.00000000	0																																	0	37	0	3	a,Warehouse Keeper Kluck\0	0	1	1	1	30895								109623.00000000	220091.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 1" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Speak to Warehouse Keeper Kluck in Heine about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	139	0	121	0	3	15623	15624	57									3	0	0	18775									1	3							
1	140	-1	a,Shadow Fox - 2\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	37	0	3	a,	1	1	1	1	30895								109623.00000000	220091.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 1" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Speak to Warehouse Keeper Kluck in Heine about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	139	0	121	0	3	15623	15624	57									3	0	0	18775									1	4							
1	141	1	a,Shadow Fox - 3\0	a,High-grade Test\0	a,You must pass Warehouse Chief Natools' test in order to become a High-grade Agency. Continue to talk to him.\\n\0	0															0															0															109627.00000000	220168.00000000	-3520.00000000	0																																	0	37	0	3	a,Warehouse Chief Natools\0	0	1	1	1	30894								109627.00000000	220168.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 2" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Warehouse Keeper Kluck says that you need to ask Warehouse Chief Natools about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	140	0	121	0	3	15623	15624	57									3	0	0	88888									1	0							
1	141	2	a,Shadow Fox - 3\0	a,What's Left of your Predecessor\0	a,Natools' test is to find the report written by the predecessor who was killed while carrying out the mission. Go to Alligator Beach and eliminate the monsters that attacked the predecessor in order to bring the predecessor's report.\\n\\nMonsters to be hunted - Crokian Warrior, Parhit, Alligator \\n\0	1	10350														1	0														1	30														116267.00000000	201177.00000000	-3432.00000000	0																																	0	37	0	3	a,Alligator Beach\0	1	1	1	1	30894								109627.00000000	220168.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 2" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Warehouse Keeper Kluck says that you need to ask Warehouse Chief Natools about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	140	0	121	0	3	15623	15624	57									3	0	0	88888									1	1							
1	141	3	a,Shadow Fox - 3\0	a,Your Predecessor's Report\0	a,You have found all the predecessor's reports. Go back to Natools.\\n\0	1	10350														1	0														1	30														109627.00000000	220168.00000000	-3520.00000000	0																																	0	37	0	3	a,Warehouse Chief Natools\0	0	1	1	1	30894								109627.00000000	220168.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 2" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Warehouse Keeper Kluck says that you need to ask Warehouse Chief Natools about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	140	0	121	0	3	15623	15624	57									3	0	0	88888									1	2							
1	141	4	a,Shadow Fox - 3\0	a,Select\0	a,Warehouse Chief Natools whom you were looking for was High-grade Information Dealer Shadow Fox. Shadow Fox is asking you to select only one of the two same requests of the two major powers in Aden. Continue to talk with him to decide.\\n\0	0															0															0															109627.00000000	220168.00000000	-3520.00000000	0																																	0	37	0	3	a,Warehouse Chief Natools\0	0	1	1	1	30894								109627.00000000	220168.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 2" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Warehouse Keeper Kluck says that you need to ask Warehouse Chief Natools about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	140	0	121	0	3	15623	15624	57									3	0	0	88888									1	3							
1	141	-1	a,Shadow Fox - 3\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	37	0	3	a,	1	1	1	1	30894								109627.00000000	220168.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 2" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Warehouse Keeper Kluck says that you need to ask Warehouse Chief Natools about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	140	0	121	0	3	15623	15624	57									3	0	0	88888									1	4							
1	142	1	a,Fallen Angel - Request of Dawn\0	a,Request of the Lords of Dawn\0	a,Among the two requests that Shadow Fox introduced, you selected the request of the religious association and Lords of Dawn. Continue to talk with Warehouse Chief Natools, who is actually Shadow Fox, to find out more about the request\\n\0	0															0															0															109627.00000000	220168.00000000	-3520.00000000	0																																	0	38	0	3	a,Warehouse Chief Natools\0	0	1	1	1	30894								109623.00000000	220091.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 3" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Warehouse Keeper Kluck says that you need to ask Warehouse Chief Natools about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	141	0	121	0	3	15623	15624	57									3	0	0	92676									1	0							
1	142	2	a,Fallen Angel - Request of Dawn\0	a,Temple Intentions\0	a,Both the religious association and Lords of Dawn believe that the fallen angel is the corrupt angel, and want to eliminate her. Meet High Priest Raymond in Gludio Castle Town and follow his instructions..\\n\0	0															0															0															-12784.00000000	121709.00000000	-2952.00000000	0																																	0	38	0	3	a,High Priest Raymond\0	0	1	1	1	30894								109623.00000000	220091.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 3" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Warehouse Keeper Kluck says that you need to ask Warehouse Chief Natools about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	141	0	121	0	3	15623	15624	57									3	0	0	92676									1	1							
1	142	3	a,Fallen Angel - Request of Dawn\0	a,Fallen Angel\0	a,High Priest Raymond says that Elder Casian in the wilderness has a clue to find out where the fallen angel is. He tells you to meet Casian to locate the angel, and eliminate her. Also, you need to bring the angel's blood as proof.\\n\0	0															0															0															-16895.00000000	194229.00000000	-4208.00000000	0																																	0	38	0	3	a,Elder Casian\0	0	1	1	1	30894								109623.00000000	220091.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 3" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Warehouse Keeper Kluck says that you need to ask Warehouse Chief Natools about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	141	0	121	0	3	15623	15624	57									3	0	0	92676									1	2							
1	142	4	a,Fallen Angel - Request of Dawn\0	a,Prophecy in the Ant Nest\0	a,Elder Casian says that the fallen angel can be found by using Prophetic Writings - Way of the God, but the Prophet who was carrying it is missing after being attacked by the ants. Eliminate the ants in the ant nest and collect the pieces of 'Prophetic Writings - Way of the God' in order to locate the angel. Monsters to be hunted - Ant, Ant Captain, Ant Overseer, Ant Recruit, Ant Patrol, Ant Guard, Ant Soldier, Ant Warrior Captain, Noble Ant, Noble Ant Leader \\n\0	1	10352														1	0														1	30														-9959.00000000	176184.00000000	-4160.00000000	0																																	0	38	0	3	a,Ant Nest\0	1	1	1	1	30894								109623.00000000	220091.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 3" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Warehouse Keeper Kluck says that you need to ask Warehouse Chief Natools about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	141	0	121	0	3	15623	15624	57									3	0	0	92676									1	3							
1	142	5	a,Fallen Angel - Request of Dawn\0	a,Fallen Angel Elimination\0	a,According to Prophetic Writings - Way of the God, you can call out the fallen angel if you sing a praise song on the weathered rock in the wilderness. Climb to the weathered rock and call out the angel to eliminate her right now\\n\\nMonsters to be hunted - Fallen Angel \\n\0	1	10353														1	0														1	1														-21982.00000000	186630.00000000	-4016.00000000	0																																	0	38	0	3	a,Weathered Rock\0	0	1	1	1	30894								109623.00000000	220091.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 3" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Warehouse Keeper Kluck says that you need to ask Warehouse Chief Natools about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	141	0	121	0	3	15623	15624	57									3	0	0	92676									1	4							
1	142	6	a,Fallen Angel - Request of Dawn\0	a,Elimination Report\0	a,Finally, you eliminated the fallen angel and got her blood. Report it to High Priest Raymond in Gludio Castle Town right now.\\n\0	1	10353														1	0														1	1														-12784.00000000	121709.00000000	-2952.00000000	0																																	0	38	0	3	a,High Priest Raymond\0	0	1	1	1	30894								109623.00000000	220091.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 3" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Warehouse Keeper Kluck says that you need to ask Warehouse Chief Natools about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	141	0	121	0	3	15623	15624	57									3	0	0	92676									1	5							
1	142	-1	a,Fallen Angel - Request of Dawn\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	38	0	3	a,	1	1	1	1	30894								109623.00000000	220091.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 3" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Warehouse Keeper Kluck says that you need to ask Warehouse Chief Natools about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	141	0	121	0	3	15623	15624	57									3	0	0	92676									1	6							
1	143	1	a,Fallen Angel - Request of Dusk\0	a,Request of Dusk\0	a,Among the two requests that Shadow Fox introduced, you selected the request of Prophets of Wilderness and Revolutionists of Dusk. Listen to what the request is about. \\n\0	0															0															0															109627.00000000	220168.00000000	-3520.00000000	0																																	0	38	0	3	a,Warehouse Chief Natools\0	0	1	1	1	30894								109623.00000000	220091.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 3" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Warehouse Keeper Kluck says that you need to ask Warehouse Chief Natools about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	141	0	121	0	3	15623	15624	57									3	0	0	89046									1	0							
1	143	2	a,Fallen Angel - Request of Dusk\0	a,Revolutionary Ambition\0	a,The request of Revolutionists of Dusk is to find the location of the wounded angel and to secure the message by healing the angel. Meet Grand Master Tobias in Gludio Castle Town and follow his instructions.\\n\0	0															0															0															-12892.00000000	123143.00000000	-3102.00000000	0																																	0	38	0	3	a,Grand Master Tobias\0	0	1	1	1	30894								109623.00000000	220091.00000000	-3520.00000000	a,Completion of the "Shadow Fox - 3" quest\0	a,The Temple has asked the legendary information dealer, Shadow Fox, to help with finding the Fallen Angel. But Shadow Fox won't meet with just anybody. Warehouse Keeper Kluck says that you need to ask Warehouse Chief Natools about the necessary qualifications. (Reward penalty applied if you are 6 or more levels higher than the quest level).\0	0																																																																									0				0	141	0	121	0	3	15623	15624	57									3	0	0	89046									1	1							
