id	string
7066	u,$s1！守ると言っておきながら守れなかったもの！全部捨ててしまったのか。お前の正義はただの偽善だ！\0
7067	u,$s1、勝ったと思うなよ！お前の影の中にある闇は、常にお前を見守っているんだからな．．．偽善者め！\0
7150	u,テンプル ナイトとは世界樹を守るもの。$s1、長年、ヒューマンと過ごしてそれさえ忘れたのか。\0
7151	u,今回はこの辺にしておこう。だが忘れるな！お前が今守っている者たちは、いつかエルフを滅ぼす仇となることを！\0
7152	u,クッ．．．それで貴様が得る物はなんだ？結局復讐の種を散りばめるだけじゃないか！\0
7153	u,整然とした参拝地の秩序を乱す者．．．$s1に死を！\0
7154	u,今、私の魂は千年の呪縛から解かれ、ハリシャ様のお傍へ．．．\0
7155	u,その方、なぜ他人の争いに首を突っ込むのだ？\0
7156	u,これ以上の戦いは無駄だ．．．これでおしまいだ！\0
7157	u,私は兄パナケイアとは違う。退け！過去の亡霊よ！\0
7158	u,$s1！今はエルフだけの時代じゃないんだ！私に手を貸してくれ！\0
7159	u,攻撃の手を緩めるな、$s1！こいつは長い執着から生まれた悪魔なんだ！\0
7160	u,誇りを持て！$s1のようにたくさんの仲間と過ごしてきた者は知っている！皆で世界を守るという誇りを！\0
7161	u,さて、行かなくては。次の仕事が私を待っている。\0
7162	u,くっ．．．あいつを逃したら大変なことになる！\0
7163	u,忘れるな。世界を守ると言う真の誇りを。\0
7164	u,ぐおおおおおお。\0
7165	u,ケケケケケケケ。\0
7166	u,う．．．グル．．．$s1．．．グルルル．．．\0
7167	u,$s1！き．．．おく．．．ぐおお．．．\0
7250	u,$s1、耳を傾けよ、私の歌に。\0
7251	u,ふっ、幕を閉じる時間かな。金はいらないよ。\0
7252	u,くっ．．．私の舞台が．．．\0
7253	u,整然とした参拝地の秩序を乱す者．．．$s1に死を！\0
7254	u,今、私の魂は千年の呪縛から解かれ、ハリシャ様のお傍へ．．．\0
7255	u,その方、なぜ他人の争いに首を突っ込むのだ？\0
7256	u,これ以上の戦いは無駄だ．．．これでおしまいだ！\0
7257	u,見つけたぞ。もう逃がさない！堕天使ナルシス！\0
7258	u,攻撃が．．．決まらない？$s1！手を貸してくれ！\0
7259	u,さあ、$s1もご一緒に！聴く者を思いやらない歌は、歌っても虚しいだけ！\0
7260	u,さあ元気を出して、$s1！あと少しで勝利を手にできます！\0
7261	u,私の歌は終わりました。お別れの時間ですね。\0
7262	u,逃すとは！\0
7263	u,歌とは調和。一緒にすること。それを忘れないで．．．\0
7264	u,歌おう。すべての者があなたの歌声に耳を傾けるでしょう。\0
7265	u,君は私の祝福を受ける資格すらないな。\0
7266	u,$s1？君までも私の祝福を拒むのか。\0
7267	u,あぁ．．．$s1。なぜ、なぜ．．．皆が君を称えるだろうに．．．\0
7350	u,$s1！それしきの攻撃が私に通用すると思うのか。私は不死身だ！無敵だ！\0
7351	u,ククク．．．私は不死身だ。傷などすぐ回復する．．．次に会う時こそ貴様の命日だ。\0
7352	u,私が負けたと？このソードマスター アイオンが！？メテルス、約束したじゃないか、私に永遠の命をくれると！\0
7353	u,整然とした参拝地の秩序を乱す者．．．$s1に死を！\0
7354	u,今、私の魂は千年の呪縛から解かれ、ハリシャ様のお傍へ．．．\0
7355	u,その方、なぜ他人の争いに首を突っ込むのだ？\0
7356	u,これ以上の戦いは無駄だ．．．これでおしまいだ！\0
7357	u,ほう、堕天使？やり甲斐がありそうだな？\0
7358	u,おい、$s1！見てばかりいないで一緒にやろうぜ！こりゃ手ごたえのある相手だぜ？\0
7359	u,$s1、あんた、永遠の命に興味があるか。俺はそんなものにゃ興味ないがね！\0
7360	u,$s1、いいぞ！お前の腕を見せてやれ！試練の中で磨きぬいた実力を！\0
7361	u,それじゃ、お先に失礼するよ。がっつり暴れたし、ちょっと休まないとね。\0
7362	u,おい、逃したのか！あれっぽっちのやつも倒せないのか。うーーーっ！\0
7363	u,スリルのない戦闘、危険のない修行、逆境のない成長。それに何の意味があるんだ？\0
7364	u,私はメテルス。お前が望むなら永遠の命を与えよう。\0
7365	u,もう一度よく考えてみるんだな。永遠の命、敗北のない勝利を．．．\0
7366	u,$s1！その技は非常に優れている。私の祝福を受けて、その腕をより一層磨いてみないか。\0
7367	u,$s1！なぜ、約束された勝利を拒むのだ！\0
7450	u,$s1、神の御名においてお前を罰する！いくら強くとも、我ら全員を相手にすることはできまい！\0
7451	u,今回は見逃してやるが、竜の力が目覚めぬようにしてやるわ！\0
7452	u,くっ．．．お前は知らないのだ、目覚めてはならない力．．．それは！\0
7453	u,整然とした参拝地の秩序を乱す者．．．$s1に死を！\0
7454	u,今、私の魂は千年の呪縛から解かれ、ハリシャ様のお傍へ．．．\0
7455	u,その方、なぜ他人の争いに首を突っ込むのだ？\0
7456	u,これ以上の戦いは無駄だ．．．これでおしまいだ！\0
7457	u,何はともあれ、天使にもなって人間たちの出来事に、いちいちチャチャ入れるのもどうかと思うんだが？\0
7458	u,ちょっと厳しいですね．．．$s1、余裕があったら手伝ってもらえます？\0
7459	u,$s1！こいつはドラゴンの血を受け継いだ者はすべて警戒しています！あなたも例外ではありません！\0
7460	u,敵の背後を取るのです、$s1！私が倒れたら、次はあなたの番です！\0
7461	u,他人の眼が多過ぎますね、見えるところにも、見えないところにも．．．長くはいられませんね、さようなら。\0
7462	u,逃げた？無事でしたね、でも．．．\0
7463	u,避けることのできない戦いなら、最も強い力で制圧しなくてはなりません。それがすなわち、平和を生む唯一の道ですから。\0
7464	u,ウォーロード、ドラゴンの血を受け継ぐ者！竜の技を継がせてはならない！\0
7465	u,クッ．．．なぜ邪魔をするのだ．．．お前の母だぞ！\0
7466	u,$s1！貴様も母君に反旗を翻すのか！さすがシーレンの子供たちの技を受け継いだ虫けらだな！\0
7467	u,$s1、その技は素晴らしい。しかし一瞬にして最もたくさんの不幸を生む者、それがお前になるだろう！\0
7550	u,$s1！ここまでよくぞ追ってきた！しかし私はオークの限界を超えた！巨人と結びし契約の力を見るがいい！\0
7551	u,うっ．．．体が．．．ここまでか．．．\0
7552	u,私は負けぬ！巨人の力を手に入れたこの私は！ぐあああああああ！\0
7553	u,整然とした参拝地の秩序を乱す者．．．$s1に死を！\0
7554	u,今、私の魂は千年の呪縛から解かれ、ハリシャ様のお傍へ．．．\0
7555	u,その方、なぜ他人の争いに首を突っ込むのだ？\0
7556	u,これ以上の戦いは無駄だ．．．これでおしまいだ！\0
7557	u,あれが敵なのか。\0
7558	u,ふん！$s1、見ているだけなのか。\0
7559	u,$s1、勝利は与えられるものじゃない。戦いに身を投じた者だけが勝利を得る資格を持つんだ。\0
7560	u,剣は飾りじゃないぞ。$s1、お前もそう思わないか。\0
7561	u,ふむ、戦いはないのか。私がいる理由はないな。\0
7562	u,逃したか．．．\0
7563	u,自らが決断した戦いにのみ身を投じろ。じゃないと後悔することになるぞ。\0
7564	u,愚 か な オ ロ カ 族 よ 巨 人 の 力 に 歯 向 か う の か。\0
7565	u,エ ネ ル ギ ー 不 足 だ。 一 旦 退 こ う。\0
7566	u,$s1ガ ー デ ィ ア ン ム ハ ー ク を 倒 し た 者。\0
7567	u,$s1！倒 さ な け れ ば な ら ぬ ．．．\0
7650	u,$s1、このウルズに追いついた実力だけは認めてやろう。それにしても、本当にアズリアの力に到達した私を相手に戦おうというのか。\0
7651	u,ふう．．．まだアズリアの力を完全にコントロールするのは難しいな。\0
7652	u,そんな！アズリアの力を受け継いだ私が、炎の影に達した私が負けるなんて．．．\0
7653	u,整然とした参拝地の秩序を乱す者．．．$s1に死を！\0
7654	u,今、私の魂は千年の呪縛から解かれ、ハリシャ様のお傍へ．．．\0
7655	u,その方、なぜ他人の争いに首を突っ込むのだ？\0
7656	u,これ以上の戦いは無駄だ．．．これでおしまいだ！\0
7657	u,アズリア！邪悪な炎より生まれた者、私がこの拳で沈めてやろう！\0
7658	u,おい！$s1！お前もカバタリ フバイの名を知っているなら、この死霊に一発かましてやれ！\0
7659	u,$s1！挟み撃ちだ！心を拳に込めて、撃て！\0
7660	u,$s1！お前の心がこもった拳なら、間違いなく炎の化身にも通用するだろう！\0
7661	u,んっ！？もう行かなければ。後でまた会おう。\0
7662	u,さすがは炎の死霊．．．しかし私は諦めないぞ！\0
7663	u,死霊をも打ちのめしたその拳、忘れないように！\0
7664	u,愚かなカバタリ．．．お前たちの技の源である私に、その力が通用すると思っているのか。\0
7665	u,もうお遊びはやめにしよう．．．\0
7666	u,$s1、カバタリの道を歩む者か。私がどんな存在か知って戦っているのか。\0
7667	u,$s1、カシュ．．．まあまあの攻撃だな。今の肉体では耐えられないほど．．．\0
7750	u,$s1も、アカンも、私の好敵手にはなれない！皆殺しだ！王になるのはこの私だ！\0
7751	u,ハハハハ！今回は見逃してやろう！貴様の実力はよーくわかったぞ！\0
7752	u,支配者の血を受け継いだ私が！？こんな無様に負けるなんて！？\0
7753	u,整然とした参拝地の秩序を乱す者．．．$s1に死を！\0
7754	u,今、私の魂は千年の呪縛から解かれ、ハリシャ様のお傍へ．．．\0
7755	u,その方、なぜ他人の争いに首を突っ込むのだ？\0
7756	u,これ以上の戦いは無駄だ．．．これでおしまいだ！\0
7757	u,暴君．．．なのか！？\0
7758	u,おまえなんか王じゃない！ただの暴君だ！$s1、力を合わせよう！\0
7759	u,そんなんだから国が滅びるんだろう！$s1、こんな暴政を放っておけないじゃないか！？\0
7760	u,$s1、がんばるんだ！暴政に抗うのは常に指導者の役目なんだぞ！\0
7761	u,あちゃー、長居し過ぎたな。長いこと留守にし過ぎだって怒られそうだな？\0
7762	u,逃げたのか．．．クソッ、ああいうネクラなやつは早くとっ捕まえておかないと！\0
7763	u,それにしても、王って何だ？いい王になるにはどうすればいいんだ？お前も一緒に考えてくれないか。\0
7764	u,私の前にひざまずけ！愚かな民よ！\0
7765	u,王が立ち退かれる時が来た！頭を下げて王を見送れ！\0
7766	u,$s1！この私に逆らうのか！王は支配者！支配とは力！強い力こそが支配に繋がるのだ！\0
7767	u,貴様ごときが王を斬るとは！$s1、裏切ったな！\0
7850	u,デジャカル サルヒ！$s1、サルヒの口 ムダハの威力を見よ！\0
7851	u,きゃああああっ！静かにしてろってば！お前の志は私が．．．くそっ、ひとまずは後退だ！\0
7852	u,だめだ、サルヒ。お前は私のものだ！私のものなんだあああああっ！\0
7853	u,整然とした参拝地の秩序を乱す者．．．$s1に死を！\0
7854	u,今、私の魂は千年の呪縛から解かれ、ハリシャ様のお傍へ．．．\0
7855	u,その方、なぜ他人の争いに首を突っ込むのだ？\0
7856	u,これ以上の戦いは無駄だ．．．これでおしまいだ！\0
7857	u,デジャカル オロカ！デジャカル ドゥダーマラ！\0
7858	u,$s1、永き冬と戦う準備が整ったなら、私と一緒にあの霊魂を鎮めよう！\0
7859	u,$s1！あの霊魂はそなたに反応する者！そなたの攻撃があれを鎮めるだろう！\0
7860	u,$s1！サルヒを鎮めるんだ！やつはすでに私の言うことは聞かぬ！\0
7861	u,旅立つ時が来た！汝に熱い炎の加護のあらんことを！\0
7862	u,彼は去った．．．残念だ．．．残念．．．\0
7863	u,彼を静めた今の心、忘れずにな．．．\0
7864	u,シャアアアッ！私は2度と誰の支配も受けぬ！\0
7865	u,自由、自由、じゆううううううう！\0
7866	u,$s1、私を解き放ってくれたお前も、結局は私を閉じ込めようとしているのだな！シャアアアアッ！\0
7867	u,$s1、お前は私のことを思ってくれているのだな．．．よかろう．．．お前に私の力を貸そう．．．\0
7950	u,退け！ここは神が禁じた場所だ！\0
7951	u,アインハザード様が私をお呼びだ。\0
7952	u,私を殺すとは．．．神の呪いが怖くないのか。\0
7953	u,私の部下を．．．$s1、死にたいのか！\0
7954	u,こんなはずが．．．私が．．．負けるとは。\0
7955	u,誰だ貴様は！邪魔するな！\0
7956	u,強い．．．しかし次は容赦せぬぞ！\0
7957	u,また会ったな．．．今度こそは倒してやる！\0
7958	u,やはり強い．．．おい、$s1、私を手伝ってくれ。\0
7959	u,$s1！やつが逃げる前に急げ。\0
7960	u,殺せ！\0
7961	u,いつか手合わせ願うぜ。\0
7962	u,また逃したのか！くそっ！\0
7963	u,いつかまた会えるだろう。\0
7964	u,神に逆らう者に天罰を！\0
7965	u,アインハザード様がお呼びだ。\0
7966	u,神の使者であるこの私にかかってくるとは！\0
7967	u,$s1！忘れないぞ！\0
8050	u,$s1、神聖な地を汚すとは！\0
8051	u,より大きな罰が下される前に去るがいい。\0
8052	u,アインハザード様、私を見捨てないでください！\0
8053	u,私を探しているのは、$s1、お前か。\0
8054	u,下界の生き物などにやられるとは．．．\0
8055	u,クッ、戦いの邪魔をするとは卑怯な。\0
8056	u,時間だ。\0
8057	u,私の剣を受けてみよ！\0
8058	u,助けてくれ！\0
8059	u,逃がすな！\0
8060	u,もっと押しこめろ！\0
8061	u,さあ、あいつを捕まえて君たちの恨みを晴らしてやろう。\0
8062	u,またやつを逃がしたのか。必ずお前を片付けてやる。\0
8063	u,私はやつを追う。\0
8064	u,神に逆らう者に天罰を！\0
8065	u,アインハザード様がお呼びだ。\0
8066	u,神の使者であるこの私にかかってくるとは！\0
8067	u,$s1！忘れないぞ！\0
8150	u,$s1、神の怒りを恐れるなら去るがいい！\0
8151	u,こんな時に何の用だ？\0
8152	u,また会うことになるだろう！\0
8153	u,お前は何者だ？なぜ私の部下を痛めつけるのだ？\0
8154	u,だめだ！\0
8155	u,誰だ貴様は！邪魔するな！\0
8156	u,貴様は何者だ？下界の生き物がここまで強いとは．．．\0
8157	u,これで最後か．．．\0
8158	u,お前の腕を見せてみろ。こいつを倒すんだ！\0
8159	u,その程度の腕でやつを倒せると思っているのか。\0
8160	u,おい、がんばれよ！やつが逃げようとしてるじゃないか。\0
8161	u,ブラック キャットに伝えろ。借りは返したと。\0
8162	u,ブラック キャットのやつ、私を恨むだろうな。\0
8163	u,これにて失礼。\0
8164	u,神に逆らう者に天罰を！\0
8165	u,アインハザード様がお呼びだ。\0
8166	u,神の御名においてお前を始末する。\0
8167	u,$s1！また会おう！\0
8250	u,$s1、神聖な地を汚すとは！\0
8251	u,より大きな罰が下される前に去るがいい。\0
8252	u,アインハザード様、私を見捨てないでください！\0
8253	u,私を探しているのは、$s1、お前か。\0
8254	u,下界の生き物などにやられるとは．．．\0
8255	u,クッ．．．貴様は何者だ？なぜ戦いの邪魔をするんだ！\0
8256	u,下界の生き物よ、これで私の偉大さがわかったか。\0
8257	u,今度こそ貴様を必ず倒してやる。\0
8258	u,昔の戦いで負った古傷が疼く。おい、$s1！こいつを一緒に倒そうぜ。\0
8259	u,$s1！がんばれよ！このままじゃあいつを逃してしまう！\0
8260	u,$s1！やつに逃げられそうだ。\0
8261	u,また逃したか。だが次こそ必ず．．．\0
8262	u,くそっ．．．また失敗か。\0
8263	u,それじゃ、またな。\0
8264	u,神に逆らう者に天罰を！\0
8265	u,アインハザード様がお呼びだ。\0
8266	u,神の使者であるこの私にかかってくるとは！\0
8267	u,$s1！忘れないぞ！\0
8350	u,$s1、神聖な地を汚すとは！\0
8351	u,より大きな罰が下される前に去るがいい。\0
8352	u,アインハザード様、私を見捨てないでください！\0
8353	u,私を探しているのは、$s1、お前か。\0
8354	u,下界の生き物などにやられるとは．．．\0
8355	u,クッ．．．貴様は何者だ？なぜ戦いの邪魔をするんだ！\0
8356	u,下界の生き物よ、これで私の偉大さがわかったか。\0
8357	u,今度こそ貴様を必ず倒してやる。\0
8358	u,昔の戦いで負った古傷が疼く。おい、$s1！こいつを一緒に倒そうぜ。\0
8359	u,$s1！もっと踏ん張れ。\0
8360	u,$s1！やつに逃げられそうだ。\0
8361	u,また逃したか。だが次こそ必ず．．．\0
8362	u,くそっ．．．また失敗か。\0
8363	u,それじゃ、またな。\0
8364	u,神に逆らう者に天罰を！\0
8365	u,アインハザード様がお呼びだ。\0
8366	u,神の使者であるこの私にかかってくるとは！\0
8367	u,$s1！忘れないぞ！\0
8450	u,$s1、神聖な地を汚すとは！\0
8451	u,より大きな罰が下される前に去るがいい。\0
8452	u,アインハザード様、私を見捨てないでください！\0
8453	u,私を探しているのは、$s1、お前か。\0
8454	u,下界の生き物などにやられるとは．．．\0
8455	u,クッ．．．貴様は何者だ？なぜ戦いの邪魔をするんだ！\0
8456	u,下界の生き物よ、これで私の偉大さがわかったか。\0
8457	u,今度こそ貴様を必ず倒してやる。\0
8458	u,昔の戦いで負った古傷が疼く。おい、$s1！こいつを一緒に倒そうぜ。\0
8459	u,$s1！もっと踏ん張れ。\0
8460	u,$s1！やつに逃げられそうだ。\0
8461	u,また逃したか。だが次こそ必ず．．．\0
8462	u,くそっ．．．また失敗か。\0
8463	u,それじゃ、またな。\0
8464	u,神に逆らう者に天罰を！\0
8465	u,アインハザード様がお呼びだ。\0
8466	u,神の使者であるこの私にかかってくるとは！\0
8467	u,$s1！忘れないぞ！\0
8550	u,$s1！ビショップ風情が神の御心に背くとは。こざかしい。\0
8551	u,思いのほか信仰心が厚いやつだな。また会おう。\0
8552	u,おお！タナキア様。あなたの志を成し遂げられなかった私をお許しください！\0
8553	u,私を探しながら部下たちをいびっているというのは$s1、お前か。\0
8554	u,くそ．．．貴様ごときに私が負けるとは。\0
8555	u,戦いを邪魔するお前は何者だ！？卑怯なやつめ。\0
8556	u,ほう、思ったよりやるじゃないか。私を楽しませてくれたお礼に、今回は見逃してやろう。\0
8557	u,思ったより強いんですね。しかし、私もそう弱くはないですよ。\0
8558	u,手ごわい相手ですね。$s1！私と力を合わせてあの者を倒しましょう。\0
8559	u,$s1！がんばれ。\0
8560	u,$s1！本来の力を発揮しないとあいつを倒せません！早く！\0
8561	u,では、私はあの者について行きます。\0
8562	u,また逃したか。追いかけるのは大変そうだ。\0
8563	u,では、未来の姿に期待しています。\0
8564	u,シーレン様のために！\0
8565	u,私は戻ってくる。その時には覚悟するがいい。\0
8566	u,$s1！この私に逆らうのか！\0
8567	u,$s1！覚えていろ。貴様のことは絶対忘れない。\0
8650	u,$s1！プロフィット風情が神の御心に背くとは。こざかしい。\0
8651	u,思いのほか信仰心が厚いやつだな。また会おう。\0
8652	u,おお！タナキア様。あなたの志を成し遂げられなかった私をお許しください！\0
8653	u,私を探しながら部下たちをいびっているというのは$s1、お前か。\0
8654	u,くそ．．．貴様ごときに私が負けるとは。\0
8655	u,戦いを邪魔するお前は何者だ！？卑怯なやつめ。\0
8656	u,ほう、思ったよりやるじゃないか。私を楽しませてくれたお礼に、今回は見逃してやろう。\0
8657	u,光の力で、世にはびこる闇を退けるだろう。\0
8658	u,$s1！私と一緒にあの堕落した者を倒して、真なる光の力を見せてやりましょう。\0
8659	u,$s1！続けてください。この戦いはここで終わらせなくてはなりません。\0
8660	u,$s1！私たちは絶対負けられないのです。歯を食いしばって戦うのです。\0
8661	u,では、ご縁があればまたお会いしましょう。\0
8662	u,逃げ去った卑怯な悪魔の後を追います。\0
8663	u,ご縁があればまたお会いできるでしょう。\0
8664	u,シーレン様のために！\0
8665	u,私は戻ってくる。その時には覚悟するがいい。\0
8666	u,$s1！この私に逆らうのか！\0
8667	u,$s1！覚えていろ。貴様のことは絶対忘れない。\0
8750	u,$s1！エルダー風情が神の御心に背くとは。こざかしい。\0
8751	u,思いのほか信仰心が厚いやつだな。また会おう。\0
8752	u,おお！タナキア様。あなたの志を成し遂げられなかった私をお許しください！\0
8753	u,私を探しながら部下たちをいびっているというのは$s1、お前か。\0
8754	u,くそ．．．貴様ごときに私が負けるとは。\0
8755	u,戦いを邪魔するお前は何者だ！？卑怯なやつめ。\0
8756	u,ほう、思ったよりやるじゃないか。私を楽しませてくれたお礼に、今回は見逃してやろう。\0
8757	u,思ったより強いんですね。しかし、私もそう弱くはないですよ。\0
8758	u,手ごわい相手ですね。$s1！私と力を合わせてあの者を倒しましょう。\0
8759	u,$s1！がんばれ。\0
8760	u,$s1！本来の力を発揮しないとあいつを倒せません！早く！\0
8761	u,では、私はあの者について行きます。\0
8762	u,また逃したか。追いかけるのは大変そうだ。\0
8763	u,では、未来の姿に期待しています。\0
8764	u,シーレン様のために！\0
8765	u,私は戻ってくる。その時には覚悟するがいい。\0
8766	u,$s1！この私に逆らうのか！\0
8767	u,$s1！覚えていろ。貴様のことは絶対忘れない。\0
8850	u,貴様が$s1？フッ、交感石は私が持っているぞ！\0
8851	u,くそっ、思ったよりしぶといな。今回はこの辺で見逃してやろう。\0
8852	u,ぐうっ．．．この私が負けるとは．．．\0
8853	u,$s1、近頃私の部下たちをいびっているのはお前か。\0
8854	u,つ、強い．．．\0
8855	u,なぜ戦いの邪魔をするのだ．．．\0
8856	u,今日はこの辺で引き下がるとしよう。\0
8857	u,今度こそ逃さないぞ！\0
8858	u,くそ．．．やはり1人では無理か．．．$s1！手伝ってくれ！\0
8859	u,$s1！急げ、このままじゃ逃してしまう。\0
8860	u,$s1！急いでくれ。\0
8861	u,これにて失礼。私はあいつを追わねばならぬ。\0
8862	u,ちっ、逃げようってのか。待て！\0
8863	u,それじゃ、またね～\0
8864	u,何だぁ？貴様ごときが私を防げると思うのか。\0
8865	u,ふっ、軟弱な。じゃあな．．．\0
8866	u,む？貴様は$s1！丁度いい、一緒に始末してやる。\0
8867	u,$s1、と言ったかな。思ったより強いな。また会おう。\0
8950	u,貴様が$s1？フッ、交感石は私が持っているぞ！\0
8951	u,くそっ、思ったよりしぶといな。今回はこの辺で見逃してやろう。\0
8952	u,ぐうっ．．．この私が負けるとは．．．\0
8953	u,$s1、近頃私の部下たちをいびっているのはお前か。\0
8954	u,つ、強い．．．\0
8955	u,なぜ戦いの邪魔をするのだ．．．\0
8956	u,今日はこの辺で引き下がるとしよう。\0
8957	u,今度こそ逃さないぞ！\0
8958	u,くそ．．．やはり1人では無理か．．．$s1！手伝ってくれ！\0
8959	u,$s1！急げ、このままじゃ逃してしまう。\0
8960	u,$s1！急いでくれ。\0
8961	u,これにて失礼。私はあいつを追わねばならぬ。\0
8962	u,ちっ、逃げようってのか。待て！\0
8963	u,それじゃ、またな～\0
8964	u,何だぁ？貴様ごときが私を防げると思うのか。\0
8965	u,ふっ、軟弱な。じゃあな．．．\0
8966	u,む？貴様は$s1！丁度いい、一緒に始末してやる。\0
8967	u,$s1、と言ったかな。思ったより強いな。また会おう。\0
9050	u,貴様が$s1？フッ、交感石は私が持っているぞ！\0
9051	u,くそっ、思ったよりしぶといな。今回はこの辺で見逃してやろう。\0
9052	u,ぐうっ．．．この私が負けるとは．．．\0
9053	u,$s1、近頃私の部下たちをいびっているのはお前か。\0
9054	u,つ、強い．．．\0
9055	u,なぜ戦いの邪魔をするのだ．．．\0
9056	u,今日はこの辺で引き下がるとしよう。\0
9057	u,今度こそ逃さないぞ！\0
9058	u,くそ．．．やはり1人では無理か．．．$s1！手伝ってくれ！\0
9059	u,$s1！急げ、このままじゃ逃してしまう。\0
9060	u,$s1！急いでくれ。\0
9061	u,これにて失礼。私はあいつを追わねばならぬ。\0
9062	u,ちっ、逃げようってのか。待て！\0
9063	u,それじゃ、またね～\0
9064	u,何だぁ？貴様ごときが私を防げると思うのか。\0
9065	u,ふっ、軟弱な。じゃあな．．．\0
9066	u,む？貴様は$s1！丁度いい、一緒に始末してやる。\0
9067	u,$s1、と言ったかな。思ったより強いな。また会おう。\0
9150	u,クズのような精霊どもと交感する者、$s1！お前に聖なる知恵を手にする資格はない！\0
9151	u,意地を捨てろ！これ以上歯向かっても無駄だ！\0
9152	u,ま、まさか！ヒューマンごときにやられるとは！？\0
9153	u,整然とした参拝地の秩序を乱す者．．．$s1に死を！\0
9154	u,今、私の魂は千年の呪縛から解かれ、ハリシャ様のお傍へ．．．\0
9155	u,その方、なぜ他人の争いに首を突っ込むのだ？\0
9156	u,これ以上の戦いは無駄だ．．．これでおしまいだ！\0
9157	u,ご主人様の仰せに従ってきたにゃん！キャット族の名誉を賭けて、あなたを守りますにゃ！\0
9158	u,うにゃああ！$s1さぁ～ん、助けてぇ！\0
9159	u,$s1さん！やつがベリンダさんをいじめないように懲らしめるにゃ！\0
9160	u,$s1さん！このままじゃ逃げられちゃうにゃ！\0
9161	u,にゃああ～ん！ご主人様が呼んでるにゃ！バイバイ！\0
9162	u,にゃう！逃してしまったにゃん！\0
9163	u,幸運を祈りますにゃ！それじゃまた！\0
9164	u,お前はいろいろ知りすぎた。大人しく死んでもらおうか！\0
9165	u,本日はここまで！\0
9166	u,ベリンダを奪おうとしているのは貴様か、$s1？死ねっ！\0
9167	u,ベ、ベリンダ！君を愛している！グフッ！\0
9250	u,クズのような獣と交感する者、$s1！お前に聖なる知恵を手にする資格はない！\0
9251	u,意地を捨てろ！これ以上歯向かっても無駄だ！\0
9252	u,ま、まさか！エルフごときにやられるとは！？\0
9253	u,整然とした参拝地の秩序を乱す者．．．$s1に死を！\0
9254	u,今、私の魂は千年の呪縛から解かれ、ハリシャ様のお傍へ．．．\0
9255	u,その方、なぜ他人の争いに首を突っ込むのだ？\0
9256	u,これ以上の戦いは無駄だ．．．これでおしまいだ！\0
9257	u,ラディス様の 最後の 思念により あなたの お手伝いに 来ました。\0
9258	u,$s1よ あなたの 力を 貸して ください。\0
9259	u,$s1よ やつを 必ず 倒さなくては なりません。\0
9260	u,$s1よ 時間が ありません 早く やつを 倒さなくては。\0
9261	u,ラディス様が 私を 呼んでおられます もう 行かなくては。\0
9262	u,同族の 仇を 遂に 討つことが できなかった。\0
9263	u,汝に 湖の 祝福の あらんことを。\0
9264	u,驕慢な者よ、悔い改めよ！愚かな者よ、悟るがいい！罪人よ、許しを乞え！死をもって！\0
9265	u,あの世の主がお呼びだ．．．贖罪はまた今度にしよう．．．\0
9266	u,$s1、お前の名前も異教徒のリストに載せておいてやる！\0
9267	u,聖なる審判に応じぬ者、$s1！その名、忘れぬぞ！\0
9350	u,闇の精霊と交感する者、$s1！お前に聖なる知恵を手にする資格はない！\0
9351	u,意地を捨てろ！これ以上歯向かっても無駄だ！\0
9352	u,ま、まさか！ダーク エルフごときにやられるとは！？\0
9353	u,整然とした参拝地の秩序を乱す者．．．$s1に死を！\0
9354	u,今、私の魂は千年の呪縛から解かれ、ハリシャ様のお傍へ．．．\0
9355	u,その方、なぜ他人の争いに首を突っ込むのだ？\0
9356	u,これ以上の戦いは無駄だ．．．これでおしまいだ！\0
9357	u,影の召喚師よ、助太刀に来た。\0
9358	u,影の召喚師、$s1よ！あなたの力を貸してください。\0
9359	u,$s1よ、早くやつを倒さなければあなたがやられる！\0
9360	u,急ぐのだ、$s1よ！やつを逃してはなりません！\0
9361	u,これ以上実体を保つことは無理です．．．\0
9362	u,結局．．．逃してしまった．．．\0
9363	u,影の召喚師よ！汝に深淵の祝福のあらんことを！\0
9364	u,ご主人様の命により、そなたに死を与えに来た！\0
9365	u,影が私を呼んでいる．．．\0
9366	u,$s1、命が惜しくないのか！望みとあらばすぐ闇に葬ってやろう！\0
9367	u,影を操る者、$s1よ！そなたの名前は覚えておくぞ！\0
9450	u,貴様は．．．$s1？ヒンデミットの二の舞にはならんぞ！\0
9451	u,くそっ、思ったよりしぶといな。今回はこの辺で見逃してやろう。\0
9452	u,ぐうっ．．．この私が負けるとは．．．\0
9453	u,$s1、近頃私の部下たちをいびっているのはお前か。\0
9454	u,つ、強い．．．\0
9455	u,なぜ戦いの邪魔をするのだ．．．\0
9456	u,今日はこの辺で引き下がるとしよう。\0
9457	u,お前に秘伝のタブレットとの交感はさせぬ！交感石を渡せ！\0
9458	u,くそ．．．やはり1人では無理か．．．$s1！手伝ってくれ！\0
9459	u,$s1！急げ、このままじゃ逃してしまう。\0
9460	u,$s1！急いでくれ。\0
9461	u,これにて失礼。私はあいつを追わねばならぬ。\0
9462	u,ちっ、逃げようってのか。待て！\0
9463	u,じゃあまたな。\0
9464	u,何だ？裏切るのか。怪しいと思ったら．．．チェッ、今日のところはこれで退くとするか。\0
9465	u,フッ、じゃあな．．．\0
