name	id_mk	id_recipe	level	id_item	count	UNK[0]	UNK[1]	mp_cost	success_rate	mat_cnt	item_1	count_1	unk_1	item_2	count_2	unk_2	item_3	count_3	unk_3	item_4	count_4	unk_4	item_5	count_5	unk_5	item_6	count_6	unk_6	item_7	count_7	unk_7	item_8	count_8	unk_8	item_9	count_9	unk_9	item_10	count_10	unk_10	item_11	count_11	unk_11	item_12	count_12	unk_12
a,mk_cursed_dagger\0	201	2308	4	226	1	1	0	138	100	7	2070	8	0	1891	2	39	1890	25	38	1888	25	36	5220	50	497	1458	700	0	2131	81	0															
a,mk_needle_wolverine\0	202	2309	4	230	1	1	0	138	100	7	2071	8	0	1891	2	39	1890	25	38	1888	25	36	5220	50	497	1458	700	0	2131	81	0															
a,mk_darkelven_dagger\0	203	2310	4	232	1	1	0	138	100	7	2072	8	0	1891	2	39	1890	25	38	1888	25	36	5220	50	497	1458	700	0	2131	81	0															
a,mk_chakram\0	204	2311	4	263	1	1	0	138	100	7	2073	8	0	1890	30	38	1888	30	36	1885	15	33	5220	60	497	1458	700	0	2131	81	0															
a,mk_crystallized_ice_bow\0	205	2312	4	281	1	1	0	138	100	7	2074	8	0	1890	45	38	1889	9	37	1885	9	33	5220	54	497	1458	700	0	2131	81	0															
a,mk_orcish_glaive\0	206	2313	4	298	1	1	0	138	100	7	2075	8	0	1890	40	38	1888	20	36	1885	10	33	5220	50	497	1458	700	0	2131	81	0															
a,mk_body_slasher\0	207	2314	4	302	1	1	0	138	100	7	2076	8	0	1890	40	38	1888	20	36	1885	10	33	5220	50	497	1458	700	0	2131	81	0															
a,mk_shamshir\0	208	2315	5	73	1	1	0	147	100	7	2077	9	0	1891	2	39	1890	33	38	1888	33	36	5220	66	497	1459	180	0	2131	105	0															
a,mk_katana\0	209	2316	5	74	1	1	0	147	100	7	2078	9	0	1891	2	39	1890	33	38	1888	33	36	5220	66	497	1459	180	0	2131	105	0															
a,mk_bech_de_corbin\0	210	2317	5	94	1	1	0	147	100	7	2079	9	0	1890	52	38	1888	26	36	1885	13	33	5220	65	497	1459	170	0	2131	105	0															
a,mk_spirits_sword\0	211	2318	5	131	1	1	0	147	100	7	2080	9	0	1891	2	39	1890	33	38	1888	33	36	5220	66	497	1459	180	0	2131	105	0															
a,mk_raid_sword\0	212	2319	5	133	1	1	0	147	100	7	2081	9	0	1891	2	39	1890	33	38	1888	33	36	5220	66	497	1459	180	0	2131	105	0															
a,mk_cursed_staff\0	213	2320	5	195	1	1	0	147	100	7	2082	9	0	1893	26	27	1881	52	31	1889	26	37	5220	78	497	1459	180	0	2131	105	0															
a,mk_stiletto\0	214	2321	5	227	1	1	0	147	100	7	2083	9	0	1891	2	39	1890	33	38	1888	33	36	5220	66	497	1459	180	0	2131	105	0															
a,mk_dagger_of_magicflame\0	215	2322	5	242	1	1	0	147	100	7	2084	9	0	1891	2	39	1890	33	38	1888	33	36	5220	66	497	1459	180	0	2131	105	0															
a,mk_elemental_bow\0	216	2323	5	282	1	1	0	147	100	7	2085	9	0	1890	60	38	1889	12	37	1885	12	33	5220	72	497	1459	170	0	2131	105	0															
a,mk_noble_elven_bow\0	217	2324	5	285	1	1	0	147	100	7	2086	9	0	1890	60	38	1889	12	37	1885	12	33	5220	72	497	1459	170	0	2131	105	0															
a,mk_caliburs\0	220	2327	5	75	1	1	0	156	100	7	2089	10	0	1891	2	39	1890	50	38	1888	50	36	5220	100	497	1459	300	0	2131	166	0															
a,mk_sword_of_delusion\0	221	2328	5	76	1	1	0	156	100	7	2090	10	0	1891	2	39	1890	50	38	1888	50	36	5220	100	497	1459	300	0	2131	166	0															
a,mk_tsurugi\0	222	2329	5	77	1	1	0	156	100	7	2091	10	0	1891	2	39	1890	50	38	1888	50	36	5220	100	497	1459	300	0	2131	166	0															
a,mk_homunkulus's_sword\0	223	2330	5	84	1	1	0	156	100	7	2092	10	0	1891	2	39	1890	50	38	1888	50	36	5220	100	497	1459	300	0	2131	166	0															
a,mk_poleaxe\0	224	2331	5	95	1	1	0	156	100	7	2093	10	0	1890	72	38	1888	36	36	1885	18	33	5220	90	497	1459	300	0	2131	166	0															
a,mk_sword_of_limit\0	225	2332	5	132	1	1	0	156	100	7	2094	10	0	1891	2	39	1890	50	38	1888	50	36	5220	100	497	1459	300	0	2131	166	0															
a,mk_sword_of_nightmare\0	226	2333	5	134	1	1	0	156	100	7	2095	10	0	1891	2	39	1890	50	38	1888	50	36	5220	100	497	1459	300	0	2131	166	0															
a,mk_deathbreath_sword\0	227	2334	5	145	1	1	0	156	100	7	2096	10	0	1891	2	39	1890	50	38	1888	50	36	5220	100	497	1459	300	0	2131	166	0															
a,mk_war_axe\0	228	2335	5	162	1	1	0	156	100	7	2097	10	0	1890	54	38	1888	54	36	1885	27	33	5220	108	497	1459	300	0	2131	166	0															
a,mk_nirvana_axe\0	229	2336	5	174	1	1	0	156	100	7	2098	10	0	1890	54	38	1888	54	36	1885	27	33	5220	108	497	1459	300	0	2131	166	0															
a,mk_stick_of_eternity\0	230	2337	5	196	1	1	0	156	100	7	2099	10	0	1893	37	27	1881	74	31	1889	37	37	5220	111	497	1459	300	0	2131	166	0															
a,mk_paradia_staff\0	231	2338	5	197	1	1	0	156	100	7	2100	10	0	1893	37	27	1881	74	31	1889	37	37	5220	111	497	1459	300	0	2131	166	0															
a,mk_inferno_staff\0	232	2339	5	198	1	1	0	156	100	7	2101	10	0	1893	37	27	1881	74	31	1889	37	37	5220	111	497	1459	300	0	2131	166	0															
a,mk_paagrio_hammer\0	233	2340	5	199	1	1	0	156	100	7	2102	10	0	1890	72	38	1888	36	36	1885	18	33	5220	90	497	1459	300	0	2131	166	0															
a,mk_sage's_staff\0	234	2341	5	200	1	1	0	156	100	7	2103	10	0	1893	37	27	1881	74	31	1889	37	37	5220	111	497	1459	300	0	2131	166	0															
a,mk_club_of_nature\0	235	2342	5	201	1	1	0	156	100	7	2104	10	0	1893	37	27	1881	74	31	1889	37	37	5220	111	497	1459	300	0	2131	166	0															
a,mk_mace_of_underworld\0	236	2343	5	202	1	1	0	156	100	7	2105	10	0	1890	54	38	1888	54	36	1885	27	33	5220	108	497	1459	300	0	2131	166	0															
a,mk_grace_dagger\0	237	2344	5	231	1	1	0	156	100	7	2106	10	0	1891	2	39	1890	50	38	1888	50	36	5220	100	497	1459	300	0	2131	166	0															
a,mk_dark_screamer\0	238	2345	5	233	1	1	0	156	100	7	2107	10	0	1891	2	39	1890	50	38	1888	50	36	5220	100	497	1459	300	0	2131	166	0															
a,mk_fist_blade\0	239	2346	5	265	1	1	0	156	100	7	2108	10	0	1890	54	38	1888	54	36	1885	27	33	5220	108	497	1459	300	0	2131	166	0															
a,mk_akat_long_bow\0	240	2347	5	283	1	1	0	156	100	7	2109	10	0	1890	85	38	1889	17	37	1885	17	33	5220	102	497	1459	290	0	2131	166	0															
a,mk_paagrio_axe\0	243	2350	5	203	1	1	0	159	100	7	2112	10	0	1890	80	38	1888	40	36	1885	20	33	5220	100	497	1459	330	0	2131	187	0															
a,mk_scorpion\0	244	2351	5	301	1	1	0	159	100	7	2113	10	0	1890	80	38	1888	40	36	1885	20	33	5220	100	497	1459	330	0	2131	187	0															
a,mk_widow_maker\0	245	2352	5	303	1	1	0	159	100	7	2114	10	0	1890	80	38	1888	40	36	1885	20	33	5220	100	497	1459	330	0	2131	187	0															
a,mk_samurai_longsword\0	246	2353	6	135	1	1	0	165	100	7	2115	11	0	1891	3	39	1890	82	38	1888	41	36	5220	164	497	1459	410	0	2131	248	0															
a,mk_deadman's_staff\0	247	2354	6	204	1	1	0	165	100	7	2116	11	0	1893	54	27	1881	108	31	1889	54	37	5220	162	497	1459	410	0	2131	248	0															
a,mk_ghoul's_staff\0	248	2355	6	205	1	1	0	165	100	7	2117	11	0	1893	54	27	1881	108	31	1889	54	37	5220	162	497	1459	410	0	2131	248	0															
a,mk_demon's_staff\0	249	2356	6	206	1	1	0	165	100	7	2118	11	0	1893	54	27	1881	108	31	1889	54	37	5220	162	497	1459	410	0	2131	248	0															
a,mk_crystal_dagger\0	250	2357	6	228	1	1	0	165	100	7	2119	11	0	1891	2	39	1890	76	38	1888	76	36	5220	152	497	1459	410	0	2131	248	0															
a,mk_great_pata\0	251	2358	6	266	1	1	0	165	100	7	2120	11	0	1890	80	38	1888	80	36	1885	40	33	5220	160	497	1459	410	0	2131	248	0															
a,mk_eminence_bow\0	252	2359	6	286	1	1	0	165	100	7	2121	11	0	1890	120	38	1889	24	37	1885	24	33	5220	144	497	1459	420	0	2131	248	0															
a,mk_orcish_poleaxe\0	253	2360	6	299	1	1	0	165	100	7	2122	11	0	1890	104	38	1888	52	36	1885	26	33	5220	130	497	1459	420	0	2131	248	0															
a,mk_ring_of_binding\0	261	2970	6	886	1	1	0	165	100	6	2917	11	0	1886	1	34	1895	40	42	1887	8	35	1459	20	0	2131	7	0																		
a,mk_mithril_scale_gaiters\0	262	2971	3	2377	1	1	0	120	100	5	2918	7	0	1883	2	32	1880	32	30	1458	60	0	2130	14	0																					
a,mk_brigandine_gaiters\0	263	2972	3	2378	1	1	0	120	100	5	2919	7	0	1883	2	32	1880	32	30	1458	60	0	2130	14	0																					
a,mk_elven_mithril_tunic\0	264	2973	3	2396	1	1	0	120	100	5	2920	7	0	1882	84	25	1884	42	26	1458	70	0	2130	17	0																					
a,mk_elven_mithril_hose\0	265	2974	3	2401	1	1	0	120	100	5	2921	7	0	1882	45	25	1884	45	26	1458	45	0	2130	10	0																					
a,mk_brigandine_helmet\0	266	2975	3	2411	1	1	0	120	100	5	2922	7	0	1883	1	32	1882	20	25	1458	35	0	2130	8	0																					
a,mk_manticor_skin_boots\0	267	2976	3	2424	1	1	0	120	100	5	2923	7	0	1882	24	25	1885	3	33	1458	24	0	2130	5	0																					
a,mk_brigandine_boots\0	268	2977	3	2425	1	1	0	120	100	5	2924	7	0	1882	24	25	1885	3	33	1458	24	0	2130	5	0																					
a,mk_elven_mithril_boots\0	269	2978	3	2426	1	1	0	120	100	5	2925	7	0	1882	24	25	1885	3	33	1458	24	0	2130	5	0																					
a,mk_manticor_skin_gloves\0	270	2979	3	2448	1	1	0	120	100	5	2926	7	0	1882	24	25	1885	3	33	1458	24	0	2130	5	0																					
a,mk_brigandine_gauntlet\0	271	2980	3	2449	1	1	0	120	100	5	2927	7	0	1882	24	25	1885	3	33	1458	24	0	2130	5	0																					
a,mk_elven_mithril_gloves\0	272	2981	3	2450	1	1	0	120	100	5	2928	7	0	1882	24	25	1885	3	33	1458	24	0	2130	5	0																					
a,mk_brigandine_shield\0	273	2982	3	2493	1	1	0	120	100	6	2929	7	0	1880	12	30	1879	4	29	1882	4	25	1458	24	0	2130	5	0																		
a,mk_plate_helmet\0	274	2983	4	2412	1	1	0	129	100	5	2930	8	0	1883	1	32	1882	60	25	1458	45	0	2130	10	0																					
a,mk_slamander_skin_boots\0	275	2984	4	2427	1	1	0	129	100	5	2931	8	0	1882	32	25	1885	4	33	1458	30	0	2130	6	0																					
a,mk_plate_boots\0	276	2985	4	2428	1	1	0	129	100	5	2932	8	0	1882	32	25	1885	4	33	1458	30	0	2130	6	0																					
a,mk_sage's_worn_gloves\0	277	2986	4	2451	1	1	0	129	100	5	2933	8	0	1882	32	25	1885	4	33	1458	30	0	2130	6	0																					
a,mk_plate_shield\0	278	2987	4	2494	1	1	0	129	100	6	2934	8	0	1880	15	30	1879	5	29	1882	5	25	1458	32	0	2130	7	0																		
a,mk_tempered_mithril_gaiters\0	279	2988	4	2387	1	1	0	138	100	5	2935	8	0	1894	15	41	1895	15	42	1458	70	0	2131	6	0																					
a,mk_chain_hood\0	280	2989	4	2413	1	1	0	138	100	5	2936	8	0	1892	1	40	1894	2	41	1458	60	0	2131	5	0																					
a,mk_chain_boots\0	281	2990	4	2429	1	1	0	138	100	5	2937	8	0	1894	8	41	1885	1	33	1458	40	0	2131	3	0																					
a,mk_karmian_boots\0	282	2991	4	2430	1	1	0	138	100	5	2938	8	0	1894	8	41	1885	1	33	1458	40	0	2131	3	0																					
a,mk_plate_leather_boots\0	283	2992	4	2431	1	1	0	138	100	5	2939	8	0	1894	8	41	1885	1	33	1458	40	0	2131	3	0																					
a,mk_dwarven_chain_boots\0	284	2993	4	2432	1	1	0	138	100	5	2940	8	0	1894	8	41	1885	1	33	1458	40	0	2131	3	0																					
a,mk_boots_of_seal\0	285	2994	4	2433	1	1	0	138	100	5	2941	8	0	1894	8	41	1885	1	33	1458	40	0	2131	3	0																					
a,mk_reinforce_mithril_gloves\0	286	2995	4	2452	1	1	0	138	100	5	2942	8	0	1894	8	41	1885	1	33	1458	40	0	2131	3	0																					
a,mk_chain_gloves\0	287	2996	4	2453	1	1	0	138	100	5	2943	8	0	1894	8	41	1885	1	33	1458	40	0	2131	3	0																					
a,mk_karmian_gloves\0	288	2997	4	2454	1	1	0	138	100	5	2944	8	0	1894	8	41	1885	1	33	1458	40	0	2131	3	0																					
a,mk_chain_shield\0	289	2998	4	2495	1	1	0	138	100	6	2945	8	0	1890	3	38	1888	1	36	1894	1	41	1458	40	0	2131	3	0																		
a,mk_plate_leather_gloves\0	290	2999	5	2455	1	1	0	144	100	5	2946	9	0	1894	8	41	1885	1	33	1459	10	0	2131	3	0																					
a,mk_dwarven_chain_shield\0	291	3000	5	2496	1	1	0	144	100	6	2947	9	0	1890	3	38	1888	1	36	1894	1	41	1459	12	0	2131	4	0																		
a,mk_rind_leather_boots\0	292	3001	5	2434	1	1	0	147	100	5	2948	9	0	1894	10	41	1885	1	33	1459	12	0	2131	4	0																					
a,mk_dwarven_chain_gloves\0	293	3002	5	2456	1	1	0	147	100	5	2949	9	0	1894	10	41	1885	1	33	1459	12	0	2131	4	0																					
a,mk_gloves_of_seal\0	294	3003	5	2457	1	1	0	147	100	5	2950	9	0	1894	10	41	1885	1	33	1459	12	0	2131	4	0																					
a,mk_rind_leather_gloves\0	295	3004	5	2458	1	1	0	147	100	5	2951	9	0	1894	10	41	1885	1	33	1459	12	0	2131	4	0																					
a,mk_demon's_boots\0	296	3005	5	2435	1	1	0	156	100	5	2952	10	0	1894	16	41	1885	2	33	1459	16	0	2131	6	0																					
a,mk_demon's_gloves\0	297	3006	5	2459	1	1	0	156	100	5	2953	10	0	1894	16	41	1885	2	33	1459	16	0	2131	6	0																					
a,mk_theca_leather_boots\0	298	3007	5	2436	1	1	0	159	100	5	2954	10	0	1894	18	41	1885	2	33	1459	20	0	2131	7	0																					
a,mk_theca_leather_gloves\0	299	3008	5	2460	1	1	0	159	100	5	2955	10	0	1894	18	41	1885	2	33	1459	20	0	2131	7	0																					
a,mk_composite_boots\0	300	3009	5	64	1	1	0	156	100	5	2956	10	0	1894	16	41	1885	2	33	1459	16	0	2131	6	0																					
a,mk_composite_helmet\0	301	3010	5	517	1	1	0	156	100	5	2957	10	0	1892	1	40	1894	14	41	1459	25	0	2131	10	0																					
a,mk_divine_boots\0	302	3011	6	603	1	1	0	165	100	5	2958	11	0	1894	24	41	1885	3	33	1459	24	0	2131	10	0																					
a,mk_full_plate_helmet\0	303	3012	6	2414	1	1	0	165	100	5	2959	11	0	1892	1	40	1894	26	41	1459	36	0	2131	15	0																					
a,mk_drake_leather_boots\0	304	3013	6	2437	1	1	0	165	100	5	2960	11	0	1894	24	41	1885	3	33	1459	24	0	2131	10	0																					
a,mk_full_plate_boots\0	305	3014	6	2438	1	1	0	165	100	5	2961	11	0	1894	24	41	1885	3	33	1459	24	0	2131	10	0																					
a,mk_drake_leather_gloves\0	306	3015	6	2461	1	1	0	165	100	5	2962	11	0	1894	24	41	1885	3	33	1459	24	0	2131	10	0																					
a,mk_full_plate_gauntlet\0	307	3016	6	2462	1	1	0	165	100	5	2963	11	0	1894	24	41	1885	3	33	1459	24	0	2131	10	0																					
a,mk_blessed_gloves\0	308	3017	6	2463	1	1	0	165	100	5	2964	11	0	1894	24	41	1885	3	33	1459	24	0	2131	10	0																					
a,mk_full_plate_shield\0	310	3019	6	2497	1	1	0	165	100	6	2966	11	0	1890	9	38	1888	3	36	1894	3	41	1459	25	0	2131	10	0																		
a,mk_elven_long_sword\0	311	3020	4	2499	1	1	0	129	100	6	2967	8	0	1883	2	32	1880	220	30	1879	220	29	1458	550	0	2130	185	0																		
a,mk_dwarven_warhammer\0	312	3021	5	2502	1	1	0	147	100	7	2968	9	0	1890	38	38	1888	38	36	1885	19	33	5220	76	497	1459	180	0	2131	105	0															
a,mk_yaksa_mace\0	313	3022	6	2503	1	1	0	165	100	7	2969	11	0	1890	80	38	1888	80	36	1885	40	33	5220	160	497	1459	410	0	2131	248	0															
a,mk_titan_key\0	314	3023	1	3030	1	1	0	100	100	4	3273	20	0	3274	10	0	3275	10	0	1458	10	0																								
a,mk_journeyman_ring\0	315	3024	1	3139	1	1	0	100	100	5	3138	1	0	3134	1	0	1880	1	30	1865	10	0	1458	10	0																					
a,mk_amber_bead\0	316	3025	2	3136	5	1	0	100	100	1	3137	1	0																																	
a,mk_spiritshot_d\0	317	3032	2	2510	100	1	0	60	100	2	3031	3	0	1458	1	0																														
a,mk_spiritshot_c\0	318	3033	4	2511	200	1	0	120	100	2	3031	10	0	1459	1	0																														
a,mk_spiritshot_b\0	319	3034	6	2512	150	1	0	180	100	2	3031	15	0	1460	1	0																														
a,q_mk_titans_powerstone\0	322	3838	2	3846	1	1	0	100	25	1	3845	1	0																																	
a,mk_blessed_spiritshot_d\0	323	3953	2	3948	100	1	0	60	100	2	3031	8	0	1458	2	0																														
a,mk_blessed_spiritshot_c\0	324	3954	4	3949	200	1	0	120	100	2	3031	30	0	1459	2	0																														
a,mk_blessed_spiritshot_b\0	325	3955	6	3950	100	1	0	180	100	2	3031	16	0	1460	2	0																														
a,mk_adamantite_earing_i\0	328	4937	6	856	1	1	0	174	70	8	4937	1	0	4049	12	0	1892	1	40	1895	30	42	1887	6	35	4044	6	0	1459	28	0	2132	4	0												
a,mk_adamantite_earing_ii\0	329	4126	6	856	1	1	0	174	100	8	4126	1	0	4049	12	0	4048	1	477	1895	40	42	1887	8	35	4044	8	0	1459	35	0	2132	4	0												
a,mk_adamantite_ring_i\0	330	4938	6	887	1	1	0	174	70	8	4938	1	0	4050	12	0	1886	1	34	1895	25	42	1887	5	35	4044	5	0	1459	22	0	2132	2	0												
a,mk_adamantite_ring_ii\0	331	4127	6	887	1	1	0	174	100	8	4127	1	0	4050	12	0	1892	1	40	1895	30	42	1887	6	35	4044	6	0	1459	32	0	2132	2	0												
a,mk_adamantite_necklace_i\0	332	4939	6	918	1	1	0	174	70	8	4939	1	0	4051	12	0	1892	1	40	1889	30	37	1887	6	35	4044	6	0	1459	34	0	2132	5	0												
a,mk_adamantite_necklace_ii\0	333	4128	6	918	1	1	0	174	100	8	4128	1	0	4051	12	0	4048	1	477	1889	35	37	1887	7	35	4044	7	0	1459	58	0	2132	5	0												
a,mk_earing_of_black_ore_i\0	334	4973	7	864	1	1	0	183	70	8	4973	1	0	4052	13	0	1892	1	40	1895	50	42	1887	10	35	4044	10	0	1460	16	0	2132	6	0												
a,mk_earing_of_black_ore_ii\0	335	4129	7	864	1	1	0	183	100	8	4129	1	0	4052	13	0	4048	1	477	1895	65	42	1887	13	35	4044	13	0	1460	25	0	2132	6	0												
a,mk_ring_of_black_ore_i\0	336	4974	7	895	1	1	0	183	70	8	4974	1	0	4053	13	0	1886	1	34	1895	40	42	1887	8	35	4044	8	0	1460	10	0	2132	4	0												
a,mk_ring_of_black_ore_ii\0	337	4130	7	895	1	1	0	183	100	8	4130	1	0	4053	13	0	1892	1	40	1895	50	42	1887	10	35	4044	10	0	1460	18	0	2132	4	0												
a,mk_necklace_of_black_ore_i\0	338	4975	7	926	1	1	0	183	70	8	4975	1	0	4054	13	0	1892	1	40	1889	40	37	1887	8	35	4044	8	0	1460	20	0	2132	8	0												
a,mk_necklace_of_black_ore_ii\0	339	4131	7	926	1	1	0	183	100	8	4131	1	0	4054	13	0	4048	1	477	1889	55	37	1887	11	35	4044	11	0	1460	37	0	2132	8	0												
a,mk_composite_shield\0	340	4132	5	107	1	1	0	156	100	6	4055	10	0	1890	6	38	1888	2	36	1894	2	41	1459	17	0	2131	7	0																		
a,mk_shrnoen's_breastplate_i\0	341	4940	6	357	1	1	0	174	60	7	4940	1	0	4056	12	0	1892	3	40	1890	18	38	4043	12	0	1459	82	0	2132	12	0															
a,mk_shrnoen's_breastplate_ii\0	342	4133	6	357	1	1	0	174	100	7	4133	1	0	4056	12	0	4048	3	477	1890	33	38	4043	22	0	1459	129	0	2132	12	0															
a,mk_shrnoen's_gaiters_i\0	343	4941	6	383	1	1	0	174	60	7	4941	1	0	4057	12	0	1892	2	40	1890	12	38	4043	8	0	1459	45	0	2132	7	0															
a,mk_shrnoen's_gaiters_ii\0	344	4134	6	383	1	1	0	174	100	7	4134	1	0	4057	12	0	4048	2	477	1890	21	38	4043	14	0	1459	72	0	2132	7	0															
a,mk_silent_boots_ii\0	348	4136	6	572	1	1	0	174	100	8	4136	1	0	4059	12	0	4046	1	475	1894	24	41	1885	3	33	4043	3	0	1459	33	0	2132	2	0												
a,mk_avadon_breastplate_i\0	357	4944	6	2376	1	1	0	174	60	7	4944	1	0	4064	12	0	1892	3	40	1890	18	38	4043	12	0	1459	82	0	2132	12	0															
a,mk_avadon_breastplate_ii\0	358	4141	6	2376	1	1	0	174	100	7	4141	1	0	4064	12	0	4048	3	477	1890	33	38	4043	22	0	1459	129	0	2132	12	0															
a,mk_avadon_gaiters_i\0	359	4945	6	2379	1	1	0	174	60	7	4945	1	0	4065	12	0	1892	2	40	1890	12	38	4043	8	0	1459	45	0	2132	7	0															
a,mk_avadon_gaiters_ii\0	360	4142	6	2379	1	1	0	174	100	7	4142	1	0	4065	12	0	4048	2	477	1890	21	38	4043	14	0	1459	72	0	2132	7	0															
a,mk_shrnoen's_leather_shirts_i\0	361	4946	6	2384	1	1	0	174	60	7	4946	1	0	4066	12	0	1894	40	41	1895	20	42	4043	20	0	1459	65	0	2132	9	0															
a,mk_shrnoen's_leather_shirts_ii\0	362	4143	6	2384	1	1	0	174	100	8	4143	1	0	4066	12	0	4046	2	475	1894	58	41	1895	29	42	4043	29	0	1459	118	0	2132	9	0												
a,mk_shrnoen's_leather_gaiters_i\0	363	4947	6	2388	1	1	0	174	60	7	4947	1	0	4067	12	0	1894	20	41	1895	20	42	4043	20	0	1459	34	0	2132	5	0															
a,mk_shrnoen's_leather_gaiters_ii\0	364	4144	6	2388	1	1	0	174	100	8	4144	1	0	4067	12	0	4046	1	475	1894	29	41	1895	29	42	4043	29	0	1459	70	0	2132	5	0												
a,mk_avadon_leather_mail_i\0	365	4948	6	2390	1	1	0	174	60	8	4948	1	0	4068	12	0	1894	65	41	1895	32	42	1889	16	37	4043	16	0	1459	95	0	2132	14	0												
a,mk_avadon_leather_mail_ii\0	366	4145	6	2390	1	1	0	174	100	9	4145	1	0	4068	12	0	4046	3	475	1894	96	41	1895	48	42	1889	24	37	4043	24	0	1459	161	0	2132	14	0									
a,mk_tunic_of_shrnoen_i\0	367	4949	6	2397	1	1	0	174	60	7	4949	1	0	4069	12	0	1894	40	41	1895	20	42	4043	20	0	1459	65	0	2132	9	0															
a,mk_tunic_of_shrnoen_ii\0	368	4146	6	2397	1	1	0	174	100	8	4146	1	0	4069	12	0	4046	2	475	1894	58	41	1895	29	42	4043	29	0	1459	118	0	2132	9	0												
a,mk_hose_of_shrnoen_i\0	369	4950	6	2402	1	1	0	174	60	7	4950	1	0	4070	12	0	1894	20	41	1895	20	42	4043	20	0	1459	34	0	2132	5	0															
a,mk_hose_of_shrnoen_ii\0	370	4147	6	2402	1	1	0	174	100	8	4147	1	0	4070	12	0	4046	1	475	1894	29	41	1895	29	42	4043	29	0	1459	70	0	2132	5	0												
a,mk_avadon_robe_i\0	371	4951	6	2406	1	1	0	174	60	8	4951	1	0	4071	12	0	1894	65	41	1895	32	42	1889	16	37	4043	16	0	1459	95	0	2132	14	0												
a,mk_avadon_robe_ii\0	372	4148	6	2406	1	1	0	174	100	9	4148	1	0	4071	12	0	4046	3	475	1894	96	41	1895	48	42	1889	24	37	4043	24	0	1459	161	0	2132	14	0									
a,mk_avadon_circlet_i\0	373	4952	6	2415	1	1	0	174	60	7	4952	1	0	4072	12	0	1892	1	40	1894	20	41	4043	2	0	1459	30	0	2132	4	0															
a,mk_avadon_circlet_ii\0	374	4149	6	2415	1	1	0	174	100	7	4149	1	0	4072	12	0	4048	1	477	1894	40	41	4043	4	0	1459	41	0	2132	4	0															
a,mk_avadon_gloves_i\0	375	4953	6	2464	1	1	0	174	60	7	4953	1	0	4073	12	0	1894	16	41	1885	2	33	4043	2	0	1459	25	0	2132	2	0															
a,mk_avadon_gloves_ii\0	376	4150	6	2464	1	1	0	174	100	8	4150	1	0	4073	12	0	4046	1	475	1894	24	41	1885	3	33	4043	3	0	1459	33	0	2132	2	0												
a,mk_guardian's_gloves_ii\0	380	4152	6	2466	1	1	0	174	100	8	4152	1	0	4075	12	0	4046	1	475	1894	32	41	1885	4	33	4043	4	0	1459	15	0	2132	2	0												
a,mk_doom_shield_i\0	383	4980	7	110	1	1	0	183	60	8	4980	1	0	4077	13	0	1890	9	38	1888	3	36	1894	3	41	4043	3	0	1460	15	0	2132	4	0												
a,mk_doom_shield_ii\0	384	4154	7	110	1	1	0	183	100	9	4154	1	0	4077	13	0	4046	1	475	1890	9	38	1888	3	36	1894	3	41	4043	3	0	1460	20	0	2132	4	0									
a,mk_blue_wolve's_breastplate_i\0	385	4981	7	358	1	1	0	183	60	7	4981	1	0	4078	13	0	1892	3	40	1890	36	38	4043	24	0	1460	40	0	2132	20	0															
a,mk_blue_wolve's_breastplate_ii\0	386	4155	7	358	1	1	0	183	100	7	4155	1	0	4078	13	0	4048	3	477	1890	54	38	4043	36	0	1460	89	0	2132	20	0															
a,mk_blue_wolve's_gaiters_i\0	389	4982	7	2380	1	1	0	183	60	7	4982	1	0	4080	13	0	1892	2	40	1890	24	38	4043	16	0	1460	20	0	2132	12	0															
a,mk_blue_wolve's_gaiters_ii\0	390	4157	7	2380	1	1	0	183	100	7	4157	1	0	4080	13	0	4048	2	477	1890	36	38	4043	24	0	1460	49	0	2132	12	0															
a,mk_doom_plate_armor_i\0	391	4983	7	2381	1	1	0	183	60	8	4983	1	0	4081	13	0	1892	4	40	1890	45	38	1887	15	35	4043	30	0	1460	60	0	2132	31	0												
a,mk_doom_plate_armor_ii\0	392	4158	7	2381	1	1	0	183	100	8	4158	1	0	4081	13	0	4048	4	477	1890	69	38	1887	23	35	4043	46	0	1460	136	0	2132	31	0												
a,mk_blue_wolve's_leather_mail_i\0	393	4984	7	2391	1	1	0	183	60	8	4984	1	0	4082	12	0	1894	100	41	1895	50	42	1889	25	37	4043	25	0	1460	48	0	2132	22	0												
a,mk_blue_wolve's_leather_mail_ii\0	394	4159	7	2391	1	1	0	183	100	9	4159	1	0	4082	12	0	4046	3	475	1894	140	41	1895	75	42	1889	35	37	4043	35	0	1460	107	0	2132	22	0									
a,mk_leather_mail_of_doom_i\0	395	4985	7	2392	1	1	0	183	60	8	4985	1	0	4083	12	0	1894	100	41	1895	50	42	1889	25	37	4043	25	0	1460	48	0	2132	22	0												
a,mk_leather_mail_of_doom_ii\0	396	4160	7	2392	1	1	0	183	100	9	4160	1	0	4083	12	0	4046	3	475	1894	140	41	1895	70	42	1889	35	37	4043	35	0	1460	107	0	2132	22	0									
a,mk_blue_wolve's_tunic_i\0	397	4986	7	2398	1	1	0	183	60	7	4986	1	0	4084	13	0	1894	64	41	1895	32	42	4043	32	0	1460	32	0	2132	14	0															
