name	id_mk	id_recipe	level	id_item	count	UNK[0]	UNK[1]	mp_cost	success_rate	mat_cnt	item_1	count_1	unk_1	item_2	count_2	unk_2	item_3	count_3	unk_3	item_4	count_4	unk_4	item_5	count_5	unk_5	item_6	count_6	unk_6	item_7	count_7	unk_7	item_8	count_8	unk_8	item_9	count_9	unk_9	item_10	count_10	unk_10
a,mk_paradia_boots_i\0	351	4977	7	582	1	1	1	183	60	8	4977	1	0	4061	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	5	0	1460	9	0						
a,mk_paradia_boots_ii\0	352	4138	7	582	1	1	1	183	100	8	4138	1	0	4061	10	0	36522	3	0	36542	2	4111	36552	1	0	36562	1	0	2132	10	0	1460	15	0						
a,mk_elemental_boots_i\0	353	4978	7	588	1	1	1	183	60	8	4978	1	0	4062	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	5	0	1460	9	0						
a,mk_elemental_boots_ii\0	354	4139	7	588	1	1	1	183	100	8	4139	1	0	4062	10	0	36522	3	0	36542	2	4111	36552	1	0	36562	1	0	2132	10	0	1460	15	0						
a,mk_boots_of_grace_i\0	355	4979	7	590	1	1	1	183	60	8	4979	1	0	4063	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	5	0	1460	9	0						
a,mk_boots_of_grace_ii\0	356	4140	7	590	1	1	1	183	100	8	4140	1	0	4063	10	0	36522	3	0	36542	2	4111	36552	1	0	36562	1	0	2132	10	0	1460	15	0						
a,mk_avadon_breastplate_i\0	357	4944	6	2376	1	1	0	174	60	8	4944	1	0	4064	10	0	36522	5	0	36542	2	4111	36552	2	0	36562	2	0	2132	12	0	1460	22	0						
a,mk_avadon_breastplate_ii\0	358	4141	6	2376	1	1	0	174	100	8	4141	1	0	4064	10	0	36522	7	0	36542	4	4111	36552	3	0	36562	2	0	2132	24	0	1460	36	0						
a,mk_avadon_gaiters_i\0	359	4945	6	2379	1	1	1	174	60	8	4945	1	0	4065	10	0	36522	3	0	36542	2	4111	36552	1	0	36562	1	0	2132	7	0	1460	14	0						
a,mk_avadon_gaiters_ii\0	360	4142	6	2379	1	1	1	174	100	8	4142	1	0	4065	10	0	36522	5	0	36542	2	4111	36552	2	0	36562	2	0	2132	15	0	1460	23	0						
a,mk_shrnoen's_leather_shirts_i\0	361	4946	6	2384	1	1	0	174	60	8	4946	1	0	4066	10	0	36517	8	0	36537	2	4098	36552	2	0	36562	1	0	2132	9	0	1460	16	0						
a,mk_shrnoen's_leather_shirts_ii\0	362	4143	6	2384	1	1	0	174	100	8	4143	1	0	4066	10	0	36517	14	0	36537	4	4098	36552	2	0	36562	2	0	2132	18	0	1460	27	0						
a,mk_shrnoen's_leather_gaiters_i\0	363	4947	6	2388	1	1	1	174	60	8	4947	1	0	4067	10	0	36517	5	0	36537	2	4098	36552	1	0	36562	1	0	2132	6	0	1460	10	0						
a,mk_shrnoen's_leather_gaiters_ii\0	364	4144	6	2388	1	1	1	174	100	8	4144	1	0	4067	10	0	36517	9	0	36537	3	4098	36552	2	0	36562	1	0	2132	12	0	1460	17	0						
a,mk_avadon_leather_mail_i\0	365	4948	6	2390	1	1	0	174	60	8	4948	1	0	4068	10	0	36517	13	0	36537	4	4098	36552	2	0	36562	2	0	2132	14	0	1460	26	0						
a,mk_avadon_leather_mail_ii\0	366	4145	6	2390	1	1	0	174	100	8	4145	1	0	4068	10	0	36517	22	0	36537	6	4098	36552	3	0	36562	3	0	2132	30	0	1460	44	0						
a,mk_tunic_of_shrnoen_i\0	367	4949	6	2397	1	1	0	174	60	8	4949	1	0	4069	10	0	36527	9	0	36532	3	0	36552	2	0	36562	1	0	2132	9	0	1460	16	0						
a,mk_tunic_of_shrnoen_ii\0	368	4146	6	2397	1	1	0	174	100	8	4146	1	0	4069	10	0	36527	15	0	36532	5	0	36552	2	0	36562	2	0	2132	18	0	1460	27	0						
a,mk_hose_of_shrnoen_i\0	369	4950	6	2402	1	1	1	174	60	8	4950	1	0	4070	10	0	36527	6	0	36532	2	0	36552	1	0	36562	1	0	2132	6	0	1460	10	0						
a,mk_hose_of_shrnoen_ii\0	370	4147	6	2402	1	1	1	174	100	8	4147	1	0	4070	10	0	36527	9	0	36532	3	0	36552	2	0	36562	1	0	2132	12	0	1460	17	0						
a,mk_avadon_robe_i\0	371	4951	6	2406	1	1	0	174	60	8	4951	1	0	4071	10	0	36527	14	0	36532	5	0	36552	2	0	36562	2	0	2132	14	0	1460	26	0						
a,mk_avadon_robe_ii\0	372	4148	6	2406	1	1	0	174	100	8	4148	1	0	4071	10	0	36527	24	0	36532	8	0	36552	3	0	36562	3	0	2132	30	0	1460	44	0						
a,mk_avadon_circlet_i\0	373	4952	6	2415	1	1	1	174	60	8	4952	1	0	4072	10	0	36527	5	0	36532	2	0	36552	1	0	36562	1	0	2132	5	0	1460	8	0						
a,mk_avadon_circlet_ii\0	374	4149	6	2415	1	1	1	174	100	8	4149	1	0	4072	10	0	36527	8	0	36532	3	0	36552	1	0	36562	1	0	2132	9	0	1460	14	0						
a,mk_avadon_gloves_i\0	375	4953	6	2464	1	1	1	174	60	8	4953	1	0	4073	10	0	36527	3	0	36532	1	0	36552	1	0	36562	1	0	2132	3	0	1460	6	0						
a,mk_avadon_gloves_ii\0	376	4150	6	2464	1	1	1	174	100	8	4150	1	0	4073	10	0	36527	5	0	36532	2	0	36552	1	0	36562	1	0	2132	6	0	1460	9	0						
a,mk_silent_chain_gloves_i\0	377	4954	6	2465	1	1	1	174	60	8	4954	1	0	4074	10	0	36517	3	0	36537	1	4098	36552	1	0	36562	1	0	2132	3	0	1460	6	0						
a,mk_silent_chain_gloves_ii\0	378	4151	6	2465	1	1	1	174	100	8	4151	1	0	4074	10	0	36517	5	0	36537	2	4098	36552	1	0	36562	1	0	2132	7	0	1460	10	0						
a,mk_guardian's_gloves_i\0	379	4955	6	2466	1	1	1	174	60	8	4955	1	0	4075	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	3	0	1460	6	0						
a,mk_guardian's_gloves_ii\0	380	4152	6	2466	1	1	1	174	100	8	4152	1	0	4075	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	7	0	1460	10	0						
a,mk_gloves_of_blessing_i\0	381	4956	6	2467	1	1	1	174	60	8	4956	1	0	4076	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	3	0	1460	6	0						
a,mk_gloves_of_blessing_ii\0	382	4153	6	2467	1	1	1	174	100	8	4153	1	0	4076	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	7	0	1460	10	0						
a,mk_doom_shield_i\0	383	4980	7	110	1	1	1	183	60	8	4980	1	0	4077	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	5	0	1460	9	0						
a,mk_doom_shield_ii\0	384	4154	7	110	1	1	1	183	100	8	4154	1	0	4077	10	0	36522	3	0	36542	2	4111	36552	1	0	36562	1	0	2132	10	0	1460	15	0						
a,mk_blue_wolve's_breastplate_i\0	385	4981	7	358	1	1	0	183	60	8	4981	1	0	4078	10	0	36522	7	0	36542	3	4111	36552	3	0	36562	2	0	2132	18	0	1460	33	0						
a,mk_blue_wolve's_breastplate_ii\0	386	4155	7	358	1	1	0	183	100	8	4155	1	0	4078	10	0	36522	11	0	36542	5	4111	36552	4	0	36562	4	0	2132	38	0	1460	55	0						
a,mk_boots_of_blessing_i\0	387	4957	6	595	1	1	1	174	60	8	4957	1	0	4079	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	3	0	1460	6	0						
a,mk_boots_of_blessing_ii\0	388	4156	6	595	1	1	1	174	100	8	4156	1	0	4079	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	7	0	1460	10	0						
a,mk_blue_wolve's_gaiters_i\0	389	4982	7	2380	1	1	1	183	60	8	4982	1	0	4080	10	0	36522	4	0	36542	2	4111	36552	2	0	36562	2	0	2132	11	0	1460	21	0						
a,mk_blue_wolve's_gaiters_ii\0	390	4157	7	2380	1	1	1	183	100	8	4157	1	0	4080	10	0	36522	7	0	36542	4	4111	36552	3	0	36562	2	0	2132	24	0	1460	35	0						
a,mk_doom_plate_armor_i\0	391	4983	7	2381	1	1	0	183	60	8	4983	1	0	4081	10	0	36522	11	0	36542	5	4111	36547	5	0	36562	3	0	2132	29	0	1460	54	0						
a,mk_doom_plate_armor_ii\0	392	4158	7	2381	1	1	0	183	100	8	4158	1	0	4081	10	0	36522	17	0	36542	8	4111	36547	7	0	36562	5	0	2132	61	0	1460	90	0						
a,mk_blue_wolve's_leather_mail_i\0	393	4984	7	2391	1	1	0	183	60	8	4984	1	0	4082	10	0	36517	20	0	36537	5	4098	36552	3	0	36562	3	0	2132	22	0	1460	41	0						
a,mk_blue_wolve's_leather_mail_ii\0	394	4159	7	2391	1	1	0	183	100	8	4159	1	0	4082	10	0	36517	33	0	36537	9	4098	36552	5	0	36562	4	0	2132	46	0	1460	68	0						
a,mk_leather_mail_of_doom_i\0	395	4985	7	2392	1	1	0	183	60	8	4985	1	0	4083	10	0	36527	22	0	36532	7	0	36552	3	0	36562	3	0	2132	22	0	1460	41	0						
a,mk_leather_mail_of_doom_ii\0	396	4160	7	2392	1	1	0	183	100	8	4160	1	0	4083	10	0	36527	37	0	36532	11	0	36552	5	0	36562	4	0	2132	46	0	1460	68	0						
a,mk_blue_wolve's_tunic_i\0	397	4986	7	2398	1	1	0	183	60	8	4986	1	0	4084	10	0	36527	14	0	36532	5	0	36552	2	0	36562	2	0	2132	13	0	1460	25	0						
a,mk_blue_wolve's_tunic_ii\0	398	4161	7	2398	1	1	0	183	100	8	4161	1	0	4084	10	0	36527	23	0	36532	7	0	36552	3	0	36562	3	0	2132	28	0	1460	42	0						
a,mk_tunic_of_doom_i\0	399	4987	7	2399	1	1	0	183	60	8	4987	1	0	4085	10	0	36527	14	0	36532	5	0	36552	2	0	36562	2	0	2132	13	0	1460	25	0						
a,mk_tunic_of_doom_ii\0	400	4162	7	2399	1	1	0	183	100	8	4162	1	0	4085	10	0	36527	23	0	36532	7	0	36552	3	0	36562	3	0	2132	28	0	1460	42	0						
a,mk_blue_wolve's_hose_i\0	401	4988	7	2403	1	1	1	183	60	8	4988	1	0	4086	10	0	36527	9	0	36532	3	0	36552	2	0	36562	1	0	2132	9	0	1460	16	0						
a,mk_blue_wolve's_hose_ii\0	402	4163	7	2403	1	1	1	183	100	8	4163	1	0	4086	10	0	36527	14	0	36532	5	0	36552	2	0	36562	2	0	2132	18	0	1460	26	0						
a,mk_hose_of_doom_i\0	403	4989	7	2404	1	1	1	183	60	8	4989	1	0	4087	10	0	36527	9	0	36532	3	0	36552	2	0	36562	1	0	2132	9	0	1460	16	0						
a,mk_hose_of_doom_ii\0	404	4164	7	2404	1	1	1	183	100	8	4164	1	0	4087	10	0	36527	14	0	36532	5	0	36552	2	0	36562	2	0	2132	18	0	1460	26	0						
a,mk_blue_wolve's_helmet_i\0	405	4990	7	2416	1	1	1	183	60	8	4990	1	0	4088	10	0	36522	3	0	36542	2	4111	36552	1	0	36562	1	0	2132	7	0	1460	13	0						
a,mk_blue_wolve's_helmet_ii\0	406	4165	7	2416	1	1	1	183	100	8	4165	1	0	4088	10	0	36522	4	0	36542	2	4111	36552	2	0	36562	2	0	2132	14	0	1460	21	0						
a,mk_doom_helmet_i\0	407	4991	7	2417	1	1	1	183	60	8	4991	1	0	4089	10	0	36522	3	0	36542	2	4111	36552	1	0	36562	1	0	2132	7	0	1460	13	0						
a,mk_doom_helmet_ii\0	408	4166	7	2417	1	1	1	183	100	8	4166	1	0	4089	10	0	36522	4	0	36542	2	4111	36552	2	0	36562	2	0	2132	14	0	1460	21	0						
a,mk_blue_wolve's_boots_i\0	409	4992	7	2439	1	1	1	183	60	8	4992	1	0	4090	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	5	0	1460	9	0						
a,mk_blue_wolve's_boots_ii\0	410	4167	7	2439	1	1	1	183	100	8	4167	1	0	4090	10	0	36522	3	0	36542	2	4111	36552	1	0	36562	1	0	2132	10	0	1460	14	0						
a,mk_doom_gloves_i\0	411	4993	7	2475	1	1	1	183	60	8	4993	1	0	4091	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	5	0	1460	9	0						
a,mk_doom_gloves_ii\0	412	4168	7	2475	1	1	1	183	100	8	4168	1	0	4091	10	0	36522	3	0	36542	2	4111	36552	1	0	36562	1	0	2132	10	0	1460	14	0						
a,mk_elemental_gloves_i\0	413	4994	7	2480	1	1	1	183	60	8	4994	1	0	4092	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	5	0	1460	9	0						
a,mk_elemental_gloves_ii\0	414	4169	7	2480	1	1	1	183	100	8	4169	1	0	4092	10	0	36522	3	0	36542	2	4111	36552	1	0	36562	1	0	2132	10	0	1460	15	0						
a,mk_gloves_of_grace_i\0	415	4995	7	2481	1	1	1	183	60	8	4995	1	0	4093	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	5	0	1460	9	0						
a,mk_gloves_of_grace_ii\0	416	4170	7	2481	1	1	1	183	100	8	4170	1	0	4093	10	0	36522	3	0	36542	2	4111	36552	1	0	36562	1	0	2132	10	0	1460	15	0						
a,mk_implosion_gauntlet_i\0	417	4996	7	2485	1	1	1	183	60	8	4996	1	0	4094	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	5	0	1460	9	0						
a,mk_implosion_gauntlet_ii\0	418	4171	7	2485	1	1	1	183	100	8	4171	1	0	4094	10	0	36522	3	0	36542	2	4111	36552	1	0	36562	1	0	2132	10	0	1460	15	0						
a,mk_paradia_gloves_i\0	419	4997	7	2486	1	1	1	183	60	8	4997	1	0	4095	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	5	0	1460	9	0						
a,mk_paradia_gloves_ii\0	420	4172	7	2486	1	1	1	183	100	8	4172	1	0	4095	10	0	36522	3	0	36542	2	4111	36552	1	0	36562	1	0	2132	10	0	1460	15	0						
a,mk_blue_wolve's_gloves_i\0	421	4998	7	2487	1	1	1	183	60	8	4998	1	0	4096	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	5	0	1460	9	0						
a,mk_blue_wolve's_gloves_ii\0	422	4173	7	2487	1	1	1	183	100	8	4173	1	0	4096	10	0	36522	3	0	36542	2	4111	36552	1	0	36562	1	0	2132	10	0	1460	14	0						
a,mk_shrnoen's_boots_i\0	423	4958	6	554	1	1	1	174	60	8	4958	1	0	4097	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	3	0	1460	6	0						
a,mk_shrnoen's_boots_ii\0	424	4174	6	554	1	1	1	174	100	8	4174	1	0	4097	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	6	0	1460	9	0						
a,mk_avadon_boots_i\0	425	4959	6	600	1	1	1	174	60	8	4959	1	0	4098	10	0	36527	3	0	36532	1	0	36552	1	0	36562	1	0	2132	3	0	1460	6	0						
a,mk_avadon_boots_ii\0	426	4175	6	600	1	1	1	174	100	8	4175	1	0	4098	10	0	36527	5	0	36532	2	0	36552	1	0	36562	1	0	2132	6	0	1460	9	0						
a,mk_doom_boots_i\0	427	4999	7	601	1	1	1	183	60	8	4999	1	0	4099	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	5	0	1460	9	0						
a,mk_doom_boots_ii\0	428	4176	7	601	1	1	1	183	100	8	4176	1	0	4099	10	0	36522	3	0	36542	2	4111	36552	1	0	36562	1	0	2132	10	0	1460	14	0						
a,mk_shrnoen's_gauntlet_i\0	429	4960	6	612	1	1	1	174	60	8	4960	1	0	4100	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	3	0	1460	6	0						
a,mk_shrnoen's_gauntlet_ii\0	430	4177	6	612	1	1	1	174	100	8	4177	1	0	4100	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	6	0	1460	9	0						
a,mk_shrnoen's_shield_i\0	431	4961	6	633	1	1	1	174	60	8	4961	1	0	4101	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	3	0	1460	6	0						
a,mk_shrnoen's_shield_ii\0	432	4178	6	633	1	1	1	174	100	8	4178	1	0	4101	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	7	0	1460	10	0						
a,mk_shrnoen's_helmet_i\0	433	4962	6	503	1	1	1	174	60	8	4962	1	0	4102	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	5	0	1460	8	0						
a,mk_shrnoen's_helmet_ii\0	434	4179	6	503	1	1	1	174	100	8	4179	1	0	4102	10	0	36522	3	0	36542	2	4111	36552	1	0	36562	1	0	2132	9	0	1460	14	0						
a,mk_silver_arrow\0	435	4180	4	1343	550	1	0	120	100	2	1878	1	28	1873	5	0																								
a,mk_pata_i\0	436	5008	6	264	1	1	0	171	60	8	5008	1	0	4103	12	0	1890	70	38	1888	70	36	1885	35	33	4042	35	0	1459	310	0	2132	55	0						
a,mk_pata_ii\0	437	4181	6	264	1	1	0	171	100	6	4181	1	0	4103	10	0	34990	1566	0	1888	119	36	1460	87	0	2132	79	0												
a,mk_great_sword_i\0	438	4963	6	78	1	1	1	174	60	8	4963	1	0	4104	10	0	36522	17	0	36542	8	4111	36547	7	0	36562	5	0	2132	47	0	1460	90	0						
a,mk_great_sword_ii\0	439	4182	6	78	1	1	1	174	100	8	4182	1	0	4104	10	0	36522	28	0	36542	14	4111	36547	12	0	36562	9	0	2132	101	0	1460	149	0						
a,mk_heavy_war_axe_i\0	440	4964	6	91	1	1	1	174	60	8	4964	1	0	4105	10	0	36522	17	0	36542	8	4111	36547	7	0	36562	5	0	2132	47	0	1460	90	0						
a,mk_heavy_war_axe_ii\0	441	4183	6	91	1	1	1	174	100	8	4183	1	0	4105	10	0	36522	28	0	36542	14	4111	36547	12	0	36562	9	0	2132	101	0	1460	149	0						
a,mk_sprite's_staff_i\0	442	4965	6	92	1	1	1	174	60	8	4965	1	0	4106	10	0	36522	17	0	36542	8	4111	36547	7	0	36562	5	0	2132	47	0	1460	90	0						
a,mk_sprite's_staff_ii\0	443	4184	6	92	1	1	1	174	100	8	4184	1	0	4106	10	0	36522	28	0	36542	14	4111	36547	12	0	36562	9	0	2132	101	0	1460	149	0						
a,mk_kshanberk_i\0	444	4966	6	142	1	1	1	174	60	8	4966	1	0	4107	10	0	36522	17	0	36542	8	4111	36547	7	0	36562	5	0	2132	47	0	1460	90	0						
a,mk_kshanberk_ii\0	445	4185	6	142	1	1	1	174	100	8	4185	1	0	4107	10	0	36522	28	0	36542	14	4111	36547	12	0	36562	9	0	2132	101	0	1460	149	0						
a,mk_sword_of_valhalla_i\0	446	4967	6	148	1	1	1	174	60	8	4967	1	0	4108	10	0	36522	17	0	36542	8	4111	36547	7	0	36562	5	0	2132	47	0	1460	90	0						
a,mk_sword_of_valhalla_ii\0	447	4186	6	148	1	1	1	174	100	8	4186	1	0	4108	10	0	36522	28	0	36542	14	4111	36547	12	0	36562	9	0	2132	101	0	1460	149	0						
a,mk_kris_i\0	448	4968	6	229	1	1	1	174	60	8	4968	1	0	4109	10	0	36522	17	0	36542	8	4111	36547	7	0	36562	5	0	2132	47	0	1460	90	0						
a,mk_kris_ii\0	449	4187	6	229	1	1	1	174	100	8	4187	1	0	4109	10	0	36522	28	0	36542	14	4111	36547	12	0	36562	9	0	2132	101	0	1460	149	0						
a,mk_hell_knife_i\0	450	4969	6	243	1	1	1	174	60	8	4969	1	0	4110	10	0	36522	17	0	36542	8	4111	36547	7	0	36562	5	0	2132	47	0	1460	90	0						
a,mk_hell_knife_ii\0	451	4188	6	243	1	1	1	174	100	8	4188	1	0	4110	10	0	36522	28	0	36542	14	4111	36547	12	0	36562	9	0	2132	101	0	1460	149	0						
a,mk_arthro_nail_i\0	452	4970	6	267	1	1	1	174	60	8	4970	1	0	4111	10	0	36522	17	0	36542	8	4111	36547	7	0	36562	5	0	2132	47	0	1460	90	0						
a,mk_arthro_nail_ii\0	453	4189	6	267	1	1	1	174	100	8	4189	1	0	4111	10	0	36522	28	0	36542	14	4111	36547	12	0	36562	9	0	2132	101	0	1460	149	0						
a,mk_dark_elven_long_bow_i\0	454	4971	6	284	1	1	1	174	60	8	4971	1	0	4112	10	0	36522	17	0	36542	8	4111	36547	7	0	36562	5	0	2132	47	0	1460	90	0						
a,mk_dark_elven_long_bow_ii\0	455	4190	6	284	1	1	1	174	100	8	4190	1	0	4112	10	0	36522	28	0	36542	14	4111	36547	12	0	36562	9	0	2132	101	0	1460	149	0						
a,mk_great_axe_i\0	456	4972	6	300	1	1	1	174	60	8	4972	1	0	4113	10	0	36522	17	0	36542	8	4111	36547	7	0	36562	5	0	2132	47	0	1460	90	0						
a,mk_great_axe_ii\0	457	4191	6	300	1	1	1	174	100	8	4191	1	0	4113	10	0	36522	28	0	36542	14	4111	36547	12	0	36562	9	0	2132	101	0	1460	149	0						
a,mk_sword_of_damascus_i\0	458	5000	7	79	1	1	1	183	60	8	5000	1	0	4114	10	0	36522	26	0	36542	12	4111	36547	11	0	36562	8	0	2132	71	0	1460	135	0						
a,mk_sword_of_damascus_ii\0	459	4192	7	79	1	1	1	183	100	8	4192	1	0	4114	10	0	36522	43	0	36542	20	4111	36547	17	0	36562	13	0	2132	152	0	1460	225	0						
a,mk_lancia_i\0	460	5001	7	97	1	1	1	183	60	8	5001	1	0	4115	10	0	36522	26	0	36542	12	4111	36547	11	0	36562	8	0	2132	71	0	1460	135	0						
a,mk_lancia_ii\0	461	4193	7	97	1	1	1	183	100	8	4193	1	0	4115	10	0	36522	43	0	36542	20	4111	36547	17	0	36562	13	0	2132	152	0	1460	225	0						
a,mk_deadman's_glory_i\0	462	5002	7	171	1	1	1	183	60	8	5002	1	0	4116	10	0	36522	26	0	36542	12	4111	36547	11	0	36562	8	0	2132	71	0	1460	135	0						
a,mk_deadman's_glory_ii\0	463	4194	7	171	1	1	1	183	100	8	4194	1	0	4116	10	0	36522	43	0	36542	20	4111	36547	17	0	36562	13	0	2132	152	0	1460	225	0						
a,mk_art_of_battle_axe_i\0	464	5003	7	175	1	1	1	183	60	8	5003	1	0	4117	10	0	36522	26	0	36542	12	4111	36547	11	0	36562	8	0	2132	71	0	1460	135	0						
a,mk_art_of_battle_axe_ii\0	465	4195	7	175	1	1	1	183	100	8	4195	1	0	4117	10	0	36522	43	0	36542	20	4111	36547	17	0	36562	13	0	2132	152	0	1460	225	0						
a,mk_staff_of_evil_sprit_i\0	466	5004	7	210	1	1	1	183	60	8	5004	1	0	4118	10	0	36522	26	0	36542	12	4111	36547	11	0	36562	8	0	2132	71	0	1460	135	0						
a,mk_staff_of_evil_sprit_ii\0	467	4196	7	210	1	1	1	183	100	8	4196	1	0	4118	10	0	36522	43	0	36542	20	4111	36547	17	0	36562	13	0	2132	152	0	1460	225	0						
a,mk_demon's_sword_i\0	468	5005	7	234	1	1	1	183	60	8	5005	1	0	4119	10	0	36522	26	0	36542	12	4111	36547	11	0	36562	8	0	2132	71	0	1460	135	0						
a,mk_demon's_sword_ii\0	469	4197	7	234	1	1	1	183	100	8	4197	1	0	4119	10	0	36522	43	0	36542	20	4111	36547	17	0	36562	13	0	2132	152	0	1460	225	0						
a,mk_bellion_cestus_i\0	470	5006	7	268	1	1	1	183	60	8	5006	1	0	4120	10	0	36522	26	0	36542	12	4111	36547	11	0	36562	8	0	2132	71	0	1460	135	0						
a,mk_bellion_cestus_ii\0	471	4198	7	268	1	1	1	183	100	8	4198	1	0	4120	10	0	36522	43	0	36542	20	4111	36547	17	0	36562	13	0	2132	152	0	1460	225	0						
a,mk_hazard_bow_i\0	472	5007	7	287	1	1	1	183	60	8	5007	1	0	4121	10	0	36522	26	0	36542	12	4111	36547	11	0	36562	8	0	2132	71	0	1460	135	0						
a,mk_hazard_bow_ii\0	473	4199	7	287	1	1	1	183	100	8	4199	1	0	4121	10	0	36522	43	0	36542	20	4111	36547	17	0	36562	13	0	2132	152	0	1460	225	0						
a,mk_maestro_holder\0	474	4122	6	4045	1	1	0	60	100	3	1887	10	35	4040	10	0	4041	10	0																					
a,mk_maestro_anvil_lock\0	475	4123	6	4046	1	1	0	60	100	3	1888	4	36	4039	4	0	4040	4	0																					
a,mk_craftsman_mold\0	476	4124	6	4047	1	1	0	60	100	3	1891	2	39	4041	20	0	4042	5	0																					
a,mk_maestro_mold\0	477	4125	6	4048	1	1	0	60	100	3	1892	1	40	4039	10	0	4043	5	0																					
a,mk_avadon_shield_i\0	478	4936	6	673	1	1	1	174	60	8	4936	1	0	4439	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	3	0	1460	6	0						
a,mk_avadon_shield_ii\0	479	4441	6	673	1	1	1	174	100	8	4441	1	0	4439	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2132	7	0	1460	10	0						
a,mk_comp_soulshot_d\0	480	5153	2	5135	1	1	0	90	100	2	1463	300	20	5192	3	0																								
a,mk_comp_soulshot_c\0	481	5154	4	5136	1	1	0	180	100	2	1464	300	21	5193	3	0																								
a,mk_comp_soulshot_b\0	482	5155	6	5137	1	1	0	270	100	2	1465	300	22	5194	6	0																								
a,mk_comp_soulshot_a\0	483	5156	7	5138	1	1	0	360	100	2	1466	300	23	5195	6	0																								
a,mk_comp_soulshot_s\0	484	5157	8	5139	1	1	0	450	100	2	1467	300	24	5196	2	0																								
a,mk_comp_spiritshot_d\0	485	5158	2	5141	1	1	0	180	100	2	2510	300	317	5192	6	0																								
a,mk_comp_spiritshot_c\0	486	5159	4	5142	1	1	0	360	100	2	2511	300	318	5193	7	0																								
a,mk_comp_spiritshot_b\0	487	5160	6	5143	1	1	0	540	100	2	2512	300	319	5194	12	0																								
a,mk_comp_spiritshot_a\0	488	5161	7	5144	1	1	0	720	100	2	2513	300	320	5195	9	0																								
a,mk_comp_spiritshot_s\0	489	5162	8	5145	1	1	0	900	100	2	2514	300	321	5196	3	0																								
a,mk_comp_bspiritshot_d\0	490	5163	2	5147	1	1	0	180	100	2	3948	300	323	5192	15	0																								
a,mk_comp_bspiritshot_c\0	491	5164	4	5148	1	1	0	360	100	2	3949	300	324	5193	18	0																								
a,mk_comp_bspiritshot_b\0	492	5165	6	5149	1	1	0	540	100	2	3950	300	325	5194	30	0																								
a,mk_comp_bspiritshot_a\0	493	5166	7	5150	1	1	0	720	100	2	3951	300	326	5195	22	0																								
a,mk_comp_bspiritshot_s\0	494	5167	8	5151	1	1	0	900	100	2	3952	300	327	5196	7	0																								
a,mk_knuckle_dust\0	495	4440	5	4233	1	1	0	147	100	8	4440	1	0	4438	10	0	36522	10	0	36542	5	4111	36547	4	0	36562	3	0	2131	111	0	1459	148	0						
a,mk_mithril_arrow\0	496	5230	4	1344	500	1	0	130	100	2	1878	4	28	1876	1	0																								
a,mk_reinforcing_agent\0	497	5231	4	5220	1	1	0	40	100	3	1864	10	0	1865	10	0	1869	10	0																					
a,mk_adv_comp_soulshot_d\0	498	5268	2	5251	1	1	0	90	100	2	1463	1000	20	5192	26	0																								
a,mk_adv_comp_soulshot_c\0	499	5269	4	5252	1	1	0	180	100	2	1464	1000	21	5193	25	0																								
a,mk_adv_comp_soulshot_b\0	500	5270	6	5253	1	1	0	270	100	2	1465	1000	22	5194	50	0																								
a,mk_adv_comp_soulshot_a\0	501	5271	7	5254	1	1	0	360	100	2	1466	1000	23	5195	50	0																								
a,mk_adv_comp_soulshot_s\0	502	5272	8	5255	1	1	0	450	100	2	1467	1000	24	5196	13	0																								
a,mk_adv_comp_spiritshot_d\0	503	5273	2	5257	1	1	0	180	100	2	2510	1000	317	5192	50	0																								
